,DATE,STAR,REVIEW
10,2021년 2월 21일,별표 5개 만점에 1개를 받았습니다.,별 하나도 아깝네요 무한 로딩입니다 들어가서 뭐좀 볼라고 하면 계속 로딩 ... 잘되다가 어느순간 갑자기 이러네요 어플로 요금조회랑 이것저것 했었는데 짜증나요
11,2021년 3월 6일,별표 5개 만점에 1개를 받았습니다.,제가 데이터 무제한이고 남편이 낮은 데이터를 써서 제가 데이터를 줘야하는데 1분씩 기다려서 1GB씩 주기가 힘드네요. 한 번에 데이터 10GB씩 줄 수 있게 해 주셨으면 좋겠네요.
12,2021년 2월 23일,별표 5개 만점에 1개를 받았습니다.,웬만하면 리뷰안다는데.. 다른어플 다 정상으로돌아가는데 유독 유플러스 고객센터어플만 미친듯이 느리고 연결이 어려워요 뭐하나 확인할라면 오래기다려야하네요
13,2021년 2월 11일,별표 5개 만점에 1개를 받았습니다.,앱에 접속 좀 되게 해주세요. 10번 클릭하면 1번 접속될까말까 합니다. 모든 휴대폰에서 똑같은 현상 발생하고 왜 오류 점검을 안하나요?
14,2021년 2월 15일,별표 5개 만점에 1개를 받았습니다.,"이벤트 정보만 잔뜩이고..정작 데이터 사용량 같은 내 정보는 오류나서 보이지도 않고..정말 오래 써 왔는데, 해지할 때가 되었구나..갈아타야하나..ㅡㅡ"
15,2021년 2월 22일,별표 5개 만점에 1개를 받았습니다.,데이터 3g는 아예 접속이 안됨 데이터 느려도 접속은 돼야 뭘 하지..^^ 이렇게 데이터 필요한 고객센터도 드물것
16,2021년 2월 14일,별표 5개 만점에 1개를 받았습니다.,너무 무거운 웹 100 배 큰 사이트보다 느리고 무겁고 클릭 마다 모든 인터페이스가 중복 해서 움직임 웹의 완성도가 현저히 낮음 전문성을 고려했음 합니다
17,2021년 3월 10일,별표 5개 만점에 1개를 받았습니다.,"이 쓰레기들이ㅋㅋ 5g 라이트 9기가짜리가 같은 금액에 5g 라이트+로 바꼈으면 데이터도 12기가로 당연히 올려야지, 요금제 확인 안했으면 같은 돈 주고도 3기가 덜 받는거 계속 몰랐겠네ㅋㅋ 양아치들이네 완전"
18,2021년 1월 21일,별표 5개 만점에 1개를 받았습니다.,앱에 문제가 있다기보다는 u+ 자체에서 필요한정보를 일부러 찾기 힘들게 해놓았다는 느낌이 강하게 드는 어플이다 저렴하게 핸드폰 쓰고 싶으면 u+는 비추
19,2021년 1월 21일,별표 5개 만점에 1개를 받았습니다.,회원가입조차 제대로 되지않는 미친앱? 인터넷 사용보류 1년 연장 가능하다고 해놓고선 3개월 후부터는 결재해버리는 미친회사?
20,2021년 1월 27일,별표 5개 만점에 5개를 받았습니다.,추억의 U+핸드폰이라 좋고 안되거나 렉걸리면 불편한점많아서 저장된파일이나 데이터많이지울겁니당 함께제작자님 응원할께용~~♡♡
21,2021년 1월 31일,별표 5개 만점에 1개를 받았습니다.,열리지가않아요 삼일째 어플를 열여고해도 열리지가않네 참 뭐한 어플 삼개월이 지나도 여전히 실행이안되는거지같은어플
22,2021년 2월 22일,별표 5개 만점에 1개를 받았습니다.,데이터가 몇%남았는지 확인하려고 하는데 계속 로그인을 하라더라구요 그점좀 고쳐주세요ㅠㅠ
23,2021년 2월 5일,별표 5개 만점에 3개를 받았습니다.,헬로모바일 알뜰폰 유플러스로 사용중인데 회원가입을 했는데 가입정보가 없다고 뜨는데 알뜰폰은 고객센터를 쓸수 없는건가요???
24,2021년 2월 4일,별표 5개 만점에 1개를 받았습니다.,데이터주기 클릭을 도대체 몇번이나 눌러야합니까? 앱 느리고 개판이네요. 일부러 이렇게만든건지.
25,2021년 3월 9일,별표 5개 만점에 1개를 받았습니다.,간편등록했어요...로그인이 안되ㅣ요
26,2021년 2월 22일,별표 5개 만점에 1개를 받았습니다.,접속 시간 넘 느려서 ~~~ 짜증~~ 타사대비 속도 저하 ~~
27,2021년 2월 26일,별표 5개 만점에 5개를 받았습니다.,편리하고 간편하게 모든내역을 볼수 있어 좋아요
28,2021년 2월 4일,별표 5개 만점에 3개를 받았습니다.,어느순간부터 고객센터 앱이 열리지않네요 저만 그런건가요?
29,2021년 1월 21일,별표 5개 만점에 2개를 받았습니다.,너무 느리고 간편한지도 모르겠고 나름 장기고객인데 불편합니다
30,2021년 3월 2일,별표 5개 만점에 1개를 받았습니다.,아이디 로그인도 되지 않습니다.
31,2021년 3월 8일,별표 5개 만점에 1개를 받았습니다.,u+인터넷 가입자라 요금 보려고 열었는데 회원가입도 제대로 안되고 쓰레기 같네요 첫달 요금 영상으로 고지하면 뭐하나 어디로 돈 입금해야하는지 영상에 없는데..
32,2020년 12월 29일,별표 5개 만점에 1개를 받았습니다.,최악의 앱입니다. 나름 대한민국 3대 메이저 통신사임에도 불구하고 알뜰폰 고객센터 앱보다 불안정하며 간단한 업무볼때도 서비스 이용이 원활하지 않다며 뒤로가기가 아닌 앱 종료를 시켜버려 로그인 단계부터 하나하나 다시해야합니다. 더욱 짜증나는건 다시 로그인해서 처음부터 한다고 안튕기는게 아니고 2~3번 반복해서 어플이 꺼집니다. 아니 서비스 이용이 원활하지 않은건 알겠는데 왜 어플을 종료하는지.. 그리고 요금제 변경같은 업무는 잘 처리해주면서 일시정지나 부가서비스 해지같은 업무는 114로 전화연결도 매우 어렵게 해놓고 어플로는 찾기도 어려우며 하다가 자꾸 꺼지는게 고의인 것 처럼 느껴지네요..
33,2020년 12월 13일,별표 5개 만점에 1개를 받았습니다.,최근에 끊킴현상이 너무심함.. 몇년동안 그냥그냥 썼는데.. 최근들어 라디오어플이 자꾸끊키길래.. 짜증나다 네이버검색창을 확인해보니 같이 안넘어감!.. 그동안 라디오어플문제로 알고 있었는데.. 유플러스 통신사문제였음!! 문제가 뭐임? 빠른 복구바람!
34,2021년 1월 28일,별표 5개 만점에 1개를 받았습니다.,답답하네요 문제가 전혀 해결이 안되었습니다
35,2021년 3월 11일,별표 5개 만점에 1개를 받았습니다.,어제 부터 접속이 안되요 어떻게 된거죠?
36,2021년 1월 8일,별표 5개 만점에 1개를 받았습니다.,진짜 앱이 최악이다. 느리고 불편하다. kt 쓰다가 이거 쓰니 진짜 비교된다. 특히 겜 켜놨는데 청구서 도착 알림 전체 화면으로 떠있는거 보고 순간 핸폰 부술뻔 했다. 이건 앱 자체 알림을 끄지 않는 한 무조건 뜨더라. 어느순간부터 사라진 최악에 알림을 아직도 쓰다니 유플 수준이 어떤지 알겠다. 약정만 끝나면 엘지 떠나서 절대 다시 안올꺼다.
37,2020년 12월 15일,별표 5개 만점에 5개를 받았습니다.,편리하고.쉽고.간단하다. 휴대폰 교체한지 이십여일 서서히 적응되어간다 완벽히 다루긴 아직 서툴지만 하나하나 알아가는 재미가 쏠쏠하다 산두달후가 더욱 기대되고 그때쯤이면 완벽히 적응하려나 기대되고 설레인다 더나은 희망과 내일을 기다린댜 유플러스고객센터에 감사를 표합니다.
38,2021년 1월 28일,별표 5개 만점에 3개를 받았습니다.,S21 울트라에서 너무 느려요.
39,2020년 12월 23일,별표 5개 만점에 1개를 받았습니다.,어플이 멍청해요. 회원가입하라해서 했는데 사용자 정보가 없다고 뜨고 심심하면 브라우저 열어서 해결하라합니다. 이런 멍청한 어플을 만드는데 인력쓰지 말고 그냥 사이트하나로 해결하는게 더 생산성있겠네요.
40,2020년 12월 15일,별표 5개 만점에 3개를 받았습니다.,인터넷도 잘 되고 통화도 잘되는데 고객센터 앱 실행 후 생년월일 치고. 로그인 버튼 누르면 서비스 이용이 원활하지 않다면서 앱이 종료됩니다. 몇일째 그대로에요... 고쳐주세요!!!!!!!!!!!!!
41,2021년 1월 5일,별표 5개 만점에 1개를 받았습니다.,"최근 자동업데이트 후 로고화면만 보이다가 꺼져버립니다. 전체 삭제후 초기설치를 몇차례 하였으나, 동일 현상이 계속됩니다. 신속처리 바랍니다."
42,2021년 1월 20일,별표 5개 만점에 1개를 받았습니다.,렉만 쳐걸리고 계속 들어가지지도 않네 거지같은 쓰레기 어플 ㅎ. 안그래도 lg u+ 인터넷도 그렇게 끊기고 거지같더니 앞으론 그냥 LG 관련된건 다 손절하고 쓰레기라고 생각하면 되겠네. 핸드폰 약정 끝나자마자 skt나 kt로 갈아탄다.
43,2021년 1월 25일,별표 5개 만점에 1개를 받았습니다.,다른폰은 잘되는데 안되네요ㅡㅡ
44,2021년 1월 14일,별표 5개 만점에 1개를 받았습니다.,앱 설치하고 실행하면 바로 꺼져버림 권한 허용까지 한 직후에 그냥 꺼져버림 몇번 지웠다 깔아도 안됨 설치를 했는데 사용을 못함 어떻게 해야되나요?
45,2021년 2월 6일,별표 5개 만점에 1개를 받았습니다.,별하나도 아까움 로그인 불통
46,2021년 1월 10일,별표 5개 만점에 1개를 받았습니다.,걍 lg u+ 인터넷은 3사 최악이다. 항상 기차타고 집갈 때마다 느끼는데 조치원 근처 지날때면 인터넷이 먹통이다. 기지국도 없나?? 약정 끝나면 유플러스는 다신 안쓴다.
47,2021년 1월 17일,별표 5개 만점에 1개를 받았습니다.,정말 최악임 짐 몇일째 접속이 안되는지.. 우리나라 삼대 통신사이면서 고객센테하나 관리도 못합니까? 이래서야 유프러스를 믿고 사용하겠습니까!!!
48,2020년 12월 22일,별표 5개 만점에 3개를 받았습니다.,선생님들 로그인을 하는데 서비스이용이원할하지않습니다.이렇게뜨고 접속자가 많다고 안들어가는데 어떻게 하나요..기달려야하나
49,2020년 11월 26일,별표 5개 만점에 1개를 받았습니다.,"아니, 선결재하고 내가 뭐했는지 확인하려고 자세히 보기 누르면 서비스가 원활하지 않다는 멘트가 3일 연속 나오더니, 이젠 고객센테 앱 자체가 이용이 원활하지가 않다네요? 더 원활한 서비스를 위해서 노력하시겠다면서요? 그래서 언제 원활한 서비스가 가능한건데요? 오늘은 안될테고 올해안에는 되요? 5G 안정화 되기전에 서비스 안정화 되기나 할까요? 뭐하자는건가요? 이게 고객센터 앱인지 고객을 센터까는 앱인지 분간이 안갑니다. 빠른 조치, 말만하지 마시고 실행좀 해주세요."
50,2021년 1월 4일,별표 5개 만점에 1개를 받았습니다.,Skt통신사 갤s20 폰사용주인데 이번에 인터넷 티비 u플러스 가입했는데 고객센터 앱이 열리지를 않슴다. 별에 별 방법을 해도 안되는데 어찍 해야 하나요??
51,2021년 1월 5일,별표 5개 만점에 1개를 받았습니다.,최악이네 실행이 안되어 재설치해서 로그인할려니 가입되지 않은 고객 이란 멘트 뜨고 다시해도 똑같네.. 머 이따구지 8년썻는데 갈아탈때 댄건가
52,2020년 12월 10일,별표 5개 만점에 1개를 받았습니다.,통신사 앱이 이렇게 불안정한데 통신망은 괜찮을까? 의문이 생기게 만드는 앱. 앱이 켜질지 안켜질지 두근거리면서 열어보면 두 번에 한 번은 안된다. 특히 고지서 문자로 띡 보내고 앱을 멈춰두었을 때.. 멈출때 비로소 보이는 나의 마음을 알 수 있다. skt쓸 껄...
53,2021년 2월 21일,별표 5개 만점에 1개를 받았습니다.,리뷰 백날쓰면 뭐해 담당자가 있는지 모르겠지만 확인도 안하고.... u+ 17년 참고 쓰다가 이번에 sk로 갈아탓는데 좋은점이 한두개가 아니다 lgu+ 고객센터고 나발이고 안좋은점이 한둘도 아니고 그저 기고객들 요금빨아먹는 모기같은 기업 ^^ 폰은 갈아탓는데 인터넷에 tv 사은품 받은게 물려있어 피눈물 삼키면서 고객센터 어플 깔았는데 로그인 안됨.... 그저 역시나다 엿이나
54,2020년 12월 30일,별표 5개 만점에 1개를 받았습니다.,"계속 자동 종료됩니다, 지우고 깔고를 십회이상 반복했는데 저만 있는 증상 이 아닌듯합니다. 조속히 개선해주세요"
55,2021년 1월 18일,별표 5개 만점에 1개를 받았습니다.,걍 접속이 안됨 ㅠ왜그런지 이유를 찾고싶음 회색 배경에서 5분 대기타도 그 화면 그대로 ui가 문제인건지 서버에 문제가 있는건지 sm 분들이 해결좀 해주세요
56,2021년 1월 11일,별표 5개 만점에 1개를 받았습니다.,제폰은 kt고 딸이 u+라 딸거 보려고 들어갓더니 동의누르래서 눌렀더니 걍 꺼지네요 타통신사는 접속도 안돼나요?!!!!!!!!!
57,2020년 12월 29일,별표 5개 만점에 1개를 받았습니다.,별하나 주기도 아깝네요 어플깔고 제대로 확인한건 손가락으로 꼽을정도.. 뭔놈에 어플이 화면이동한다고하고 함흥차사야...!
58,2021년 1월 7일,별표 5개 만점에 1개를 받았습니다.,도대체 왜 접속이 안되나요? 앱이 자꾸 꺼집니다. 실행하면 로고만 보이다가 꺼져요. 빨리 개선해주세요.
59,2021년 2월 24일,별표 5개 만점에 5개를 받았습니다.,간단하고 편리하게 정보 요금확인 사용량 여러가지 확인할수있어서 좋읍니다. 앱을 개발해주어서 최고입니다.
60,2021년 1월 19일,별표 5개 만점에 1개를 받았습니다.,갤럭시S20 울트라 사용자인데 실행하면 로딩하다 자동 종료됩니다 몇번을 재설치해도 계속 그럽니다 좀 해결바랍니다
61,2020년 11월 13일,별표 5개 만점에 1개를 받았습니다.,업데이트는 세월아네월아걸리고 되지도 않는데 자꾸 업데이트하라고 떠서 정작 필요할때 사용을 못 하는 고객센터가 왜 있는건지 모르겠어요. 고객을 위해 존재해야하는게 고객센터 앱이 아닐까요. 매번 무슨 업데이트를 그렇게 하는지 필요한때 사용이 안 되네요. 폰도 엘지인데 엘지는 엘지끼리 잘 호환이 안되는 기능이라도 있나요...? 계속 이러니 화가나서 평점남겨요
62,2020년 12월 19일,별표 5개 만점에 1개를 받았습니다.,집에 인터넷 TV쓰고있어서 앱들어가서 확인하려고하는데 앱이 아예 실행도 안되네 ㄷㄷ 웹사이트로 들어가봐야하나.. ㄷㄷ
63,2020년 11월 5일,별표 5개 만점에 1개를 받았습니다.,네트워크설정 5G 우선으로해도 LTE를 90% 쓰게하는 유플 5G가 아직 완전히 구축이 안되있다고 답변줬는데 그러면서 유플은 5G를 개통했다는거는 통신망구축할때까지 5G 요금제내면서 LTE나 쳐 쓰고있어라 이런건가? 근데 5G 요금은 비싸게 받음? 통신망 구축도안되있으면서?
64,2020년 12월 18일,별표 5개 만점에 1개를 받았습니다.,지금 몇주째 서비스가 원할하지 않다고 집속이 안되는데 도대체 언제쯤 원할해 질까요?? 고칠 생각은 있으신건가요??
65,2020년 11월 5일,별표 5개 만점에 1개를 받았습니다.,"원래 앱 관련 리뷰 잘 안 남기는데 업데이트 이후로 정말 끔찍한 기분이 되어서 리뷰 남기러 왔음. 우선 챗봇을 개선했다고 하는데, 도리어 더 퇴행했음. 분명히 UI는 개선되고, 디자인은 직관적이며, 글자는 더 커져서 보기 좋아진 건 사실이나, 내가 속이 터지는 건 업데이트 전보다 더 발암이 되었다는 사실임! 원래도 말귀를 좀 못알아듣는 편이었는데! 그래서 업데이트 이후 들어가 항상 하던 작업인 다음 달 요금, 즉 실시간 요금 조회를 하려고 하니 자꾸 이번 달 청구 금액은 10~17일날 나와요, 지난 달 청구 금액 보실래요? 이래서 개빡쳤음. 그래서 실시간 청구 요금으로 치니 바로 안 나오고 서비스 선택해서 보라 하대? 좀 빡쳤지만 납득하고 들어가니 갑자기 내 가입 정보를 보여주는 거임. 아니, 나는 내 다음 달 요금이 알고 싶다고! 저거 말고! 아무리 해도 찾을 수 없어서 결국 포기하고 빡쳐서 리뷰 쓰러왔음. 어째 업데이트 전보다 퇴행되서 더 빡침. 개선 안되면 자주 쓸 의향 없음."
66,2020년 11월 5일,별표 5개 만점에 1개를 받았습니다.,"이번에 업데이트 했는데 쓸데없는 챗봇이나 업데이트 하고 있고, 챗봇도 데이터 주고받기 누르면 로그아웃 되었다고 튕기고, 데이터 주고받기할때 5GB 하나만 추가해달라고 그렇게 여러명이 소리를 쳐도 다른걸로 돈 벌어먹으려고 다른 서비스 이용하라고 답글이나 달고 있고, 다른 기본 어플 업데이트 부분도 다른 통신사보다 늦는편이고 자잘하게 다 기억은 못하겠지만 어쨌든 가족들 같이 묶여있어서 반강제로 쓰고 있네요 많은걸 수용할 수 없더라도 사용하는 고객을 위해 가장 필요한 부분이 무엇일까 고민하며 한 두개 정도는 편의성을 위해 업데이트 해주는 것이 좋지 않을까 생각합니다. 매번 달마다 40기가를 1기가씩 1분씩 기다리면서 배분하려니 정말 힘이 들어 써봅니다. 계속 폰만 붙잡고 사는것도 아닌데 시간대비 효율성이 너무 떨어집니다."
67,2020년 11월 30일,별표 5개 만점에 1개를 받았습니다.,11월 업데이트 5번 이상이였고 업데이트 마다 고쳐진건 없고 늘 똑같은 버그 걸리고 요금 변경 하자마자 서버 잠궈버리고 다음날 유선 데이터 썻다고 추가 요금1만원 내라더니 그다음날 1만 2천원으로 바꿔버리고 나는 있는 그대로 사실만 얘기한것뿐이고 U+욕하는거 아니고 살면서 LG폰은 살짝이라도 고장나면 서비스 센터 갔다 맞기면 더 고물로 만들어서 폰바꾸라고 하고 하지만 삼성은 다르지.. U+욕하는건 아니고 있는 사실얘기하는거고 다른 좋은 통신사 핸드폰 많이있고
68,2021년 2월 15일,별표 5개 만점에 4개를 받았습니다.,요금자동결제날짜변경요망
69,2020년 12월 24일,별표 5개 만점에 4개를 받았습니다.,업데이트 이후에 로딩이 너무 오래걸리네요... 네 이제 괜찮아진 것 같네요. 답변 감사합니다.
70,2020년 11월 5일,별표 5개 만점에 2개를 받았습니다.,데이터 너무 느려요 이럴거면 왜 데이터 무제한 요금제가 있는지 모를정도로 느려요 회사나 집이 시골도 아니고 데이터 안터져서 속터집니다. 할부 끝나면 바로 통신사 옮길거에요. 제발 개선 좀 부탁드립니다. 일하세요 유플러스
71,2020년 12월 1일,별표 5개 만점에 1개를 받았습니다.,약 20개월째 사용중인데 툭하면 연결안되고 고객센터 문의하면 유심칩 뺐다껴보라그러고 그거 안되면ㅁ센터 방문하라는데 방문하면 이상없다고 하고 사람 미칠노릇이네요 한달 폰요금이 평균 10만원 넘어가고 뭐 할라그러면 vip회원 어쩌고 하면서 말만 vip지 그냥 호구같네요 약정때문에 억지로 이용하는거지 약정 끝나면 lg는 절대 이용안할거임 뭔 유부트를 보는중에 끊기고 멜론 노래듣는중간에 버퍼링걸리고 3대 통신사 맞나 싶을정도로 허접하고 공짜로 이용하라고 해도 이딴식인데 이용안할생각입니다 빨리 약정 끝나길 바랍니다
72,2020년 12월 9일,별표 5개 만점에 1개를 받았습니다.,새벽시간대엔 업데이트도 안되는건가요? 로딩자체가 안되고있어요~ 데이터랑 저장공간은 문제없습니다 업뎃이되야 들어가보든 할건데.. 자주 이용하는 앱은 아니지만 너무 불편하네요~
73,2021년 2월 14일,별표 5개 만점에 1개를 받았습니다.,어이없네 로그인안되고 앱 왜 만든거임 고객센터는 개뿔
74,2020년 11월 13일,별표 5개 만점에 1개를 받았습니다.,5g요금만내고 개선은하나도 안돼고 멘트만날리고 이럴거면 이거반정도쓰고 통신사옴기는게 좋을듯 해택 하나도 보는게없는데 이요그쓰면서 lte라인받게안터지면서 요금은요금대로 할인은 안햐둘라고하고 자기배만뷸리겟고 고객은 너는떠들어라는말이네요10년을넘게썻는데 이렇케대할줄몰랏네요 다시는 엘지랑인연을끊어야지 요금은올라가고 혜택은 완전줄이고실속만챙기는엘지더이상 저를고객으로생각안하는듯하네요
75,2021년 1월 23일,별표 5개 만점에 1개를 받았습니다.,최악이네요.. 납부방법 변경하려고 했는데 정말 어렵네요 되지도 않고..
76,2020년 12월 7일,별표 5개 만점에 4개를 받았습니다.,이거 서비스가 원할하지않습니다 이거 쫌 빨리고쳐주시면 안될까요..? 이게 안되서 못하고있는데.. 제발 이거쫌 빨리 고쳐주세요 부탁들일게요..
77,2020년 11월 20일,별표 5개 만점에 1개를 받았습니다.,20년 이상 kt 쓰다가 휴대폰좀 싸게 사려고 넘어왔는데....진짜 통신환경 개판이네요. 5g무제한 쓰고 있는데 회사에서는 와이파이 켜야하고 집에서도 와이파이켜야하고.망 확층이 안되었다고 죄송하다고만 하고.. 내 인생에서 최악의 선택..같은 기종 sk쓰는 직원은 잘만 터지는데.. 욕나오네요
78,2020년 12월 24일,별표 5개 만점에 1개를 받았습니다.,앱이걍안되요 요금이얼마나가는지 확인해보고싶은데 걍 티비인터넷도 계약 기간 끝나면 끊어버려야지ㅠㅠ
79,2021년 1월 7일,별표 5개 만점에 1개를 받았습니다.,lg 장기 고객이다.갈수록 족같아 진다.폰은 폰대로 lptv도 족같이 끊기고.. 폰으로 주식 하는데 족같아서 20년동안 사용한 lg..sk로 넘어간다.가족5명 더이상 족같아서 못 쓰겠다
80,2021년 1월 20일,별표 5개 만점에 1개를 받았습니다.,아니 몇시간째 로그인이 안되는겁니까 애초에 로그인이 안되는 앱이 무슨 의미가 있나요
81,2020년 12월 1일,별표 5개 만점에 1개를 받았습니다.,업데이트는 안되고 대기중으로 계속 빙글빙글 돌아감. 업데이트 안해도 이용은 할 수 있게 해줘야지 접속도 안되고 업데도 안되고 사용불가상태임
82,2020년 12월 8일,별표 5개 만점에 1개를 받았습니다.,시스템은 언제 원활히 되는건가요...진짜 화가나고 속상하네요.. 일은 안하시는건지 모르겠지만 빨리 고쳐주셨으면 좋겠습니다...
83,2021년 1월 18일,별표 5개 만점에 5개를 받았습니다.,유플러스 추천합니다. 유플러스 인기짱 발전하길 바랍니다. 미래로 기대합니다.
84,2020년 11월 21일,별표 5개 만점에 1개를 받았습니다.,실시간 사용량 보려고 위젯 새로고침 누르면 계속 동그라미만 돌아감.. 어플 업데이트 하라그래서 누르면 또 동그라미만 돌아감...지금 5분넘게 기다리다 나도 돌겠음.. 10분째 대기중..ㅡㅡ
85,2020년 12월 7일,별표 5개 만점에 1개를 받았습니다.,일주일이 넘도록 서비스 사용이 원활하지 못하다는건 좀심하지 않나요?점검 중이면 언제까지 점검을 마칠건가요? 진짜 사용하기 불편하군요 짜증나요
86,2020년 12월 1일,별표 5개 만점에 3개를 받았습니다.,왜3일전부터 방문자가많다고 로그인이안되죠..?밤열두시에도 방문자가 많은가요? 할인받으랴고해도 안들어가지오 5번이상 로그인 시도해도 안됩니다
87,2020년 12월 6일,별표 5개 만점에 1개를 받았습니다.,정상적으로 앱이 작동 안된지 이미 며칠이 지났는데 고쳐지지가 않네요. 또 리뷰 답변에는 답변 복사 붙여넣기만 하고 제대로 된 상황을 알려주질 않으니 굉장히 답답하네요.
88,2020년 12월 2일,별표 5개 만점에 1개를 받았습니다.,잘 되던 어플이 왜 로그인도 안되고 서비스가 원활하지 않다 잠시후에 다시 로그인하라는 문구가 수십번 나오네요 .. 전화하지못하는 급한 경우엔 어떻게 조회해야되나요?
89,2021년 1월 12일,별표 5개 만점에 1개를 받았습니다.,서비스 이용 원활하지 않다는 메세지를 접속시도할때마다 보는듯 합니다 개선좀 하시죠?
90,2020년 12월 10일,별표 5개 만점에 1개를 받았습니다.,빠르게 복구 같은 소리 하고 자빠졌네 야 11월 중순 부터 이 짖거리 인데 12월 10일이다 한달째 소액결제 및 컨텐츠 이용료 한도 변경 할려니 원할한이용 불가 ㅋㅋㅋㅋㅋ앱 종료됨 이건 통신사 이동 각 아니냐 짱개 하고 손잡더니 미쳤구나 니들이
