,DATE,STAR,REVIEW
12,2021년 1월 21일,별표 5개 만점에 5개를 받았습니다.,짜증 !! 별 한개도 아깝네요. 업데이트 안되면 사용도 안되게 해놓고 하루종일 대기중. 업데이트가 필요하면 업데이트를 되게 하던지 삭제하고 다시 깔려고하니 설치도 안되네- 라고 쓰고 별 한개 rating 했는데 답변주신대로 했더니 잘 설치가 되네요. 이 앱의 문제가 아니라 구글 스토어 앱의 문제라 별점 수정했습니다 도움 주셔서 고맙습니다.
13,2021년 1월 20일,별표 5개 만점에 1개를 받았습니다.,몇 번의 업데이트후 화면이 너무 잘 끊기고 (1분에1번꼴)다시1초?전 화면으로 돌아가고를 반복😠 그리고 어떤프로는 기계음소리가 계속 나옵니다(지지직~지지직~)이걸로 음악프로는 절대절대 볼 수 없어요..
14,2020년 12월 23일,별표 5개 만점에 1개를 받았습니다.,12/3 잦은 업데이트... 꼭 업데이트를 해야지만 열리는 어플... 통신사만 아니면 쓸 일이 없겠습니다. 12/23 또 업데이트... 젠장... 누굴 위한 업데이트인지.. 걍 업데이트 할 사람만 하게 해달라고요... 난 그냥 쓰던대로 써도 된다고요... ㅡ -_- 자동업데이트 해제 상태였습니다.. 어플 실행시키면 업데이트 할꺼냐고 팝업창이 뜨잖아요? 아니오 누르면 어플이 꺼진다니까요.. 넷플릭스는 업데이트 안하겠다고 눌러도 실행돼는데..
15,2021년 2월 6일,별표 5개 만점에 1개를 받았습니다.,알림)일시적인 오류 (10회)가 발생하였습니다 잠시후 다시 시도 해주세요 문제가 계속되면. 고객센터로 문의 바랍니다 이용에 불편을 드려 죄송합니다. 어플삭제후 다시해도 똑같고 요금제 변경해봐도 똑같으니 빠른 조취. 바랍니다 하....
16,2021년 1월 21일,별표 5개 만점에 5개를 받았습니다.,업데이트 해야한다해서 업데이드하고있는데 계속 업데이트 중이라고안 하고 완료가 안되서 TVㆍ영화를 볼수가 없어요. 요금제는 가입했는데 볼수가 없으니.... 어떻게 해야하나요? 1시간 넘게 기다려도 계속 업데이트 중.... 한번 리뷰를 쓰고나니 리뷰다시 쓸수가없네요 너무 감사합니다. 답변주신대로 잘 설치하여 다시 잘 보고 있어요.
17,2021년 2월 19일,별표 5개 만점에 1개를 받았습니다.,"HDCP 2.2 버전 케이블로 TV와 연결했는데도 안되네요, 머가 문제입니까? 애초에 U+ 셋탑없이는 TV보기가 안됩니다 라고 했으면 케이블도 안 샀을텐데, 아래에는 HDCP 기능 있으면 미러링 된다고 답글 있지 않나요?"
18,2021년 1월 24일,별표 5개 만점에 4개를 받았습니다.,해결해주세요!업데이트가 된후로 안되요..핸드폰상단에서 스마트뷰 티비로 폰을연결해서 볼때 화면이 안나와요.일시정지화면확대 이런것도 보이는데 뒤에는 검은화면이예요.다른모든앱에 동영상은 모두나오는데 이것만안되요...화면이 아예안나오면 이해를하겠는데 정지버튼 이런건다떠요.티비에도 문제없다하고 다알아봤는데 앱문제인가바요ㅠ제발보게해줘요
19,2020년 12월 26일,별표 5개 만점에 1개를 받았습니다.,모바일 tv.항상 잘보고 있습니다 실시간 tv 이용자인데 일시적인 오류(10)발생하였습니다. 잠시 후 다시 시도해 주세요. 문제가 계속되면 고객센터로 문의바랍니다. 이용에 불편을 드려 죄송합니다. <=== 이런게 왜 지속되죠? 매월 요금제나 아님 월결제해서 보는데 이런 문구가 3개월동안 계속 지속중인데 고객센터랑 약 한달동안 통화하면서 시키는데로 다 해봤는데 돌아오는 답변은 앱은 아무런 문제가 없고 일시적인 오류이니 문제 방안을 찾고있고 해결이 될때까지 기다려라는 답변만 받았네요 ㅎ 그 한달동안 제가 고객인지 뭔지 참 좀 그렇네요 아 참고로 이글을 쓰는 중에도 오류(10)이라 접속조차도 안되네요 인자는 욕만 나오네 고객센터로 문의하라면서 문의하면 요금제 일시정지 이런것만 가능하고 오전 9시부터 6시까지 이후에는 실시간티비 안되면 다음날까지 기다리고 그럴꺼면 팝업창에 차라리 고객센터에 문의하라고 하지를 마라
20,2021년 3월 11일,별표 5개 만점에 1개를 받았습니다.,모바일 tv접속하는데 업데이트 창이 뜨면서 업데이트 진행이안되고 계속 안되고 있네요 업데이트 취소 하면 접속자체가 안되고 3월5일 업데이트했는데 정말 화가나네요
21,2021년 2월 13일,별표 5개 만점에 1개를 받았습니다.,소액결제와 구글 결제를 모두 막아놓았는데 결제가 되는건 뭐죠? 뭐 청구서결제로 결제됬다 뜨는데 보안이나 본인확인도 없이 바로 결제가 되네요?! 이런식으로 결제를 아무보안없이 되게해도 되는건가요? 뭔 비밀번호를 설정해도 앱을 지웠다 설치하면 로그인은 그대로고 비밀번호가 초기화되어 결제할때 아무 보안없이 결제가되는 큰 오류가 있네요 소액결제와 청구서결제를 막아놓았으면 이것도 결제가 되지않게 막아야하는거 아닙니까? 통신사가 이런식으로 결제를 아무렇게나 되게해도 되는겁니까? U+ 통신사의 보안정책에 대하여 불안하고 과연 다른 보안도 제대로 되는지 의문이 드네요
22,2021년 1월 8일,별표 5개 만점에 1개를 받았습니다.,밑에분처럼 이틀전부터 네트워크 상태가 좋지않아 스트리밍 서비스를지속할 수 없다고해요 몆년을 이용했는데 이런적 첨이네요ㅡㅡ 첨엔 집에와이파이가 문제인가싶어 인터넷전화도해보고 앱제거하고 다시 설치도해보고 했는데도 똑같네요 다른 어떤 앱도 문제가 되면 개인적인 네트워크나 단말기 문제로 보면 되는데 다른앱들은 정상적으로 봐지네요ㅜ 방법이없나요? 없으면 월정액 취소할수밖에ㅠ
23,2021년 1월 19일,별표 5개 만점에 2개를 받았습니다.,돈을 내더라도 편해서 잘 이용하고 있었습니다. 근데 날아라 개천용 SBS 드라마가 검색해도 안나와요. 각 지상파 월정액으로 보고있는데 안올라오는 프로그램이 있는건가요? 월정액을 하는 이유가 해당 채널 프로그램을 보기 위한건데 이렇게 아예 업로드가 안되는 프로가 있다는게 말이 안되네요ㅡ 따로 공지나 안내도 없구요.
24,2021년 3월 9일,별표 5개 만점에 1개를 받았습니다.,업데이트 후 네트워크 안됨 인터넷 도 잘안되고 오류만 남발 젠장
25,2021년 1월 30일,별표 5개 만점에 3개를 받았습니다.,로그인 실패만 무한 반복입니다. 기존ID. 통합ID 전환시도하여도 똑같네요. 과거 통신사 이용시 사용하였고 최근 LG 스마트폰 새로구입하여 재 사용하려고하는데 로그인 안되요 무선.유선통신사 타사 사용자는 이용 불가 서비스인가요?
26,2021년 2월 10일,별표 5개 만점에 1개를 받았습니다.,일시적인오류(10) 이거 언제 해결할런지 모르겠네 뭔 자꾸 인터넷을 껏다키라는건지 원초적인 해결을 해야지 폰자체를 껏다키면 일시적으로 이용하는데 또그러고 또그러고 그럼 뭔가 문제가있는건데 대대적으로 업데이트를하던가 해결을 봐야지 하..lg u+씩이나 되가지고 이게 대체 언제적부터 이런건데..몇년째 쓰는데 점점 쓰레기네..
27,2021년 1월 28일,별표 5개 만점에 1개를 받았습니다.,미러링에 무슨 불법복제를 논하시나요? ㅋ 상식적인 이야기를 합시다. 집에서 폰으로 보다가 눈이 피로해서 미러링으로 시청하는 것 뿐인데... 아니면 처음부터 안된다고 하든가!!! 실컷 가입시켜 놓고 잘 되다가 안되는 건 유플러스 갑질인가요? 3주 전에 법이 바꼈나요? 미러링을 차단하는게 맞나요? 아니면 제공업체에서 복제하지 못하도록 프로그램을 설치하는 것이 맞을까요? 휴대폰 구매 당시 유플러스 본사나 대리점에게 그런 설명을 안내받지 못했는데 어떻게 해드릴까요? 시원하게 매크로 답변 공정위 신고 박아드릴까요? 아니면 너님들이 하던데로 하실래요? 영화보라고 요금제에 영화컨텐츠 끼워넣기 해서 1년 보라더만 휴대폰 환불요청하는 바입니다. 계약위반 ㅋㅋㅋ
28,2021년 2월 19일,별표 5개 만점에 4개를 받았습니다.,어...제가 원하는 애니를 볼수있어서좋습니나:)하지만 돈을 내고보는게 좀 그레요...아빠한테 부탁을 하지않으면 못보고..돈내고보는 기능이 사라지면 짱입니다
29,2021년 1월 12일,별표 5개 만점에 1개를 받았습니다.,아이디찾기. 비번찾기. 재설정. 이메일인증 다해도 로그인에 실패입니다라고 뜹니다. 유료정액회원인데 로그인이 안되면 도대체 어쩌라는건가요.
30,2021년 1월 15일,별표 5개 만점에 2개를 받았습니다.,자막 크기 조절 기능은 없나요? 그리고 노트9에서 보면 폰스피커에서 찢어지는 소리가 나요 웃긴건 다른 OTT로 보면 그런 문제는 없는데 이 앱만 그러네요. 그래서 아이패드로 보는데 크기에 비해 자막이 너무 작아서 조절할려고 설정 가보니 자막 크기 설정 같은것도 없고.... 개선 좀 해주세요
31,2021년 1월 6일,별표 5개 만점에 3개를 받았습니다.,네트워크 상태가 좋지 않아 스트리밍 서비스를 지속할 수 없다는 메시지가 계속 뜹니다... 이 앱을 제외하고 다른 어떤 앱을 사용할 때도 네트워크가 문제된 적 없는데..... 왜 자꾸 이런 오류가 뜨는 걸까요? 유료로 월정액권을 결제하고 채널을 보면서부터 오류가 시작됐습니다.. 돈까지 냈는데 이렇게 보기 힘들다니... 그냥 월정액을 취소해야하나 생각이 드네요ㅠㅠㅠ
32,2021년 2월 28일,별표 5개 만점에 1개를 받았습니다.,"영상을 보다가 끊김현상이 발생하고,로딩만 되다가가 튕김현상이 발생하고,서비스는 엉망인데 이용권 요금은 매달 나가고.....이럴꺼면 어플은 머하러 만드시는 건가요?아무래도 서비스 해지를 생각해봐야 겠습니다ㅡㅡ"
33,2021년 1월 29일,별표 5개 만점에 1개를 받았습니다.,"유툽은 300k, 400k 속도로도 끊김없이 잘만 되는데 1m 속도로도 네트워크 에러 일으키며 절대 영상 플레이 안 되는 뭐같은, 이러고도 돈받을 생각하다니 이건 뭐 칼만 안 들었지... 그리고 빽키 누르면 뒤로 가서 이전 화면으로 넘어가야 되는데 그러지 않는 버그하며, 대체 잘하는게 뭡니까. 퉤~"
34,2021년 1월 10일,별표 5개 만점에 1개를 받았습니다.,An22012 오류번호 와.. 무료도 아니고 돈내고 쓰는건데 영상이 제대로 재생된 적이 없어요 집 와이파이로 쓰는데도 매번 오류나고.. 모바일데이터로 해도 똑같네요 리뷰들보니까 다 똑같은 소리던데.. 개선될 일 없어보이네요..
35,2021년 1월 21일,별표 5개 만점에 1개를 받았습니다.,19금 영화는 볼때마다 비번 입력해서 봐야하고 보다가 나중에 이어서 볼때도 비번 다시 입력해야 해서 너무번거롭습니다.그리고 19금 걸린영화는 제목이 안보여서 제목 보려면 일일이 비번 입력하고 보고 게속 한편마다 이짓거리 해야 하는데 어플 만든사람은 아이큐 두자리입니까? 제발좀 21세기 답게 생각좀하셔서 어떻게 하면 편하게 사용할수 있는지 고민좀 해주시고 19금영화 비번 한번입력하면 그이훈 오픈되어 있게 해주세요.그리고 19금 영화전체 제목도 오픈되게 부탁드립니다.
36,2021년 1월 24일,별표 5개 만점에 1개를 받았습니다.,얘는 맨날 뭐좀 볼려고하면 일시적오류(10) 어쩌고저쩌고 열리지도않고..중요하게봐야할장면들 끊기고 먹통되고..시간이 지나면서 점점 퇴보하나?
37,2021년 1월 29일,별표 5개 만점에 1개를 받았습니다.,로그인을하면 자꾸 실패라고하네요 어찌된건지 여러번을 해도 자꾸 실패 뜹니다. 어찌된건지 로그인 실패 비번틀리면 틀리다고나오는데 비번까지바꿔서 해도 로그인자체가 먹통인건지 자꾸 실패라고만 하네요
38,2021년 1월 9일,별표 5개 만점에 3개를 받았습니다.,"제가 무제한 요금젠데, 처음엔 잘 나오다가 어느순간 네트워크가 원할하지 않다면서 동영상이 아예 재생이 안돼요.. 그래서 삭제하고 재다운로드를 3번정도 했는데도 계속 그러네요.. 뭐가 문젠지, 하..ㅠ"
39,2021년 2월 7일,별표 5개 만점에 1개를 받았습니다.,영화보는데 자꾸 30분 전 또는 30분 후로 넘어가요 중간에 보다가 흐름이 이상해서 보니까 갑자기 30분 건너뛰고 재생중이였어요 영화는 더 플랫폼인데 이 영화 하나 보는데 이런 현상이 7~8번씩 발생하니까 도저히 영화를 볼 수가 없어요
40,2021년 1월 27일,별표 5개 만점에 3개를 받았습니다.,"재구매 방지라는 말이 이해가 안되는데, 어차피 7일 지나면 만료돼서 다시 구매해야하는데 그게 무슨 소용이에요. 티비랑 연결하니까 모바일에서 안보이는 3년전에 구매내역도 보이던데요. 구매내역 삭제가능하게든지 티비랑 연결했을때 안보이게든지 업데이트 해주세요."
41,2021년 1월 16일,별표 5개 만점에 1개를 받았습니다.,잘되던게 갑자기 일시적 오류라고 하더니 다시 삭제하고 깔아도 안되네요. 데이터 상태에서도 같은 현상 계속되구요.고객불만 해결방법도 메일보내야되게 불편하게 처리하시네요. 삭제하고 안볼듯.
42,2021년 1월 2일,별표 5개 만점에 5개를 받았습니다.,모바일로보다가 tv이어보기가 안되요 찾아보면 모바일 영상 하단 오른쪽 아이콘에 나온다는데 없음 티비로 모바일 이어보기해도 모바일에 알람뜨는데 막상 누르면 이어보기안됨 어플업데이트는 최신임 많이쓰는입장에서 빨리 조치나 하는법 알고픔 그외는 좋음
43,2021년 1월 19일,별표 5개 만점에 1개를 받았습니다.,업데이트가 이렇게 강제적일거면 뭐하러 아니오.네. 선택할 수 있는 버튼이 있나요? 업데이트 하기싫은데 아니오 누르면 들어가지지도 않네.참나! 선택권이 없다니 말이 되나요? 그럴거면 그냥 맘대로 일괄 업데이트 시켜버리지 뭘 물어요?
44,2021년 1월 15일,별표 5개 만점에 1개를 받았습니다.,다운로드 완료한 컨텐츠를 다운로드 목록에 들어가 재생하면 실행되지않고 처음 화면으로 돌아가는 오류가 발생합니다. 오류조치방법을 알려주시기 바랍니다.
45,2021년 1월 16일,별표 5개 만점에 1개를 받았습니다.,오늘 계속 오류(10)이라고 뜨네요 ? 일시적이라는데 아침부터 그래요. 그냥 앱실행하면 바로 오류메세지 뜨고 볼 수가 없어요
46,2021년 2월 7일,별표 5개 만점에 1개를 받았습니다.,전에 있던 세컨드tv 잘보고 있었는데 앱없애버리고 실시간 tv보고있으면 다유료라 가입하라하고 이렇게 돈벌려고 그런건가요? 너무 그르지마세요. 통신비도 많이내고 비싼데 다 유료라니. 맘에 안드네요.
47,2021년 1월 16일,별표 5개 만점에 5개를 받았습니다.,S20인데 이번에 UI3.0으로 업데이트 되면서 삼성덱스로 연결하면 큰화면으로 볼수 없게 되었어요. 원래는 전체화면으로 볼 수 있어서 아주 유용하게 잘 사용하고 있었는데 말이죠. 수정 좀 부탁해요~!
48,2021년 3월 9일,별표 5개 만점에 5개를 받았습니다.,다 좋은데 결제 할려면 오류 뜨고 안된다고 하네요...
49,2020년 12월 29일,별표 5개 만점에 1개를 받았습니다.,아니 따른건 다봐지는데 그것만 안되는건 뭘 어떻게 네트워크를 할까요! 내폰만 그거 한가지만 안봐진다는게 납득이 안되는데 그럴수가잇는겁니까? 확인 진짜 하셧음?
50,2021년 1월 15일,별표 5개 만점에 1개를 받았습니다.,아니 언제 시간좀 내서 앱좀 점검해요. 이게 보라고 한건지 렉을 관람하라는 건지 모르겠네요. 요즘에는 더해서 튕기기도 하고 앱사용자로서 피해보는게 너무 많네요.
51,2021년 1월 22일,별표 5개 만점에 1개를 받았습니다.,아니!!! 요즘 왜캐 오류가 자주나요? 영화보다 오류10 자꾸 떠서 지금 승질이... 저번에도 하루종일 그러더니 오류좀 자제 해달라고요!××××××
52,2021년 2월 3일,별표 5개 만점에 1개를 받았습니다.,허허 아니 다른폰에서는 미이ㄹ 사육법리 다 무료던데 이 폰은 왜 무료가 아닌가요 그래서 기입할려했더니만 뭘 설치하라고요? 아니 애니볼곳이 여기밖에없어서 설치했더니 어이가 없네요;;
53,2021년 2월 10일,별표 5개 만점에 1개를 받았습니다.,다른 통신사들 처럼 어플관리에 돈좀 쓰시면 좋을텐데 정말 어플 최악이네요~~~^^ 설치기사가 엘지 어플 별로라고 비추하더니 이유가 있었네요
54,2021년 1월 27일,별표 5개 만점에 1개를 받았습니다.,보는 중에도 갑자기 일시적인 오류(10)가 발생했다고 꺼지더니 몇시간씩 안켜지네요. 너무 자주 그래요....
55,2021년 2월 10일,별표 5개 만점에 1개를 받았습니다.,네트워크 상태가 좋지 않아 스트리밍 서비스를 지속할수없다는데요? 폰으로 데이터 켜서 보는건데 오류뜨네요ㅡㅡ 얼른 고쳐주세요
56,2021년 1월 20일,별표 5개 만점에 3개를 받았습니다.,잘 쓰고 있습니다. 다만 덱스모드에서 전체화면이 아쉽습니다. 덱스모드에서 잘 실행될 수 있도록 좀더 신경써 주셨으면 합니다.
57,2020년 12월 29일,별표 5개 만점에 1개를 받았습니다.,업데이트 이후에 그런건지 tv이어보기가 되지 않습니다. 이전에도 보던 것들인데 앱 푸시를 눌러도 자동 재생이 되지 않고 앱에서 tv시청이력을 확인하면 만료됨 이라고 뜨고요
58,2020년 12월 26일,별표 5개 만점에 1개를 받았습니다.,비싸게 돈내고 보는데 잘 보다가 중간에 앱 종료되고 다른건 와이파이도 잘만되는데 이것만 자~~~꾸 연결이 끊겨서 짜증나 미치겠네요.
59,2021년 3월 3일,별표 5개 만점에 3개를 받았습니다.,와이파이 빵빵한데 네트워크 연결이 안된다고 하네요.. 다른 어플은 잘되는데 모바일tv 영화 재생은 안돼네요ㅜㅜ
60,2020년 12월 30일,별표 5개 만점에 1개를 받았습니다.,요즘 넷플이랑 쿠팡플레이등 괜찮은게 많이 나와서 유플은 혹시!? 하며 들어왔지만.. 아.. 역시나는 역시나였다...정말 왜 있는지 모르는 서비스ㅋㅋ
61,2021년 1월 29일,별표 5개 만점에 3개를 받았습니다.,티비나 영화 시청시 지지직 하는 잡음이들리는데 해결방법이없나요 유투브나 다른 영상은 문제가 없고 하드웨어저으로도 무제가 없다하네요
62,2020년 12월 28일,별표 5개 만점에 1개를 받았습니다.,여짓 잘되고 문젠 없다햇는데.. 이건뭔가.. 결제하고 보려고하는데 로딩만 30분째 .. 되도안고 오류만계속나고..안보고싶네..결제된거환불요청
63,2021년 1월 22일,별표 5개 만점에 1개를 받았습니다.,빔프로젝터 사용중인데 어느순간부터 녹화중에는 사용못한다고 나오네요..... 녹화중 아닌데... 빔프러젝터 연결시에 사용 할수 있게끔 해주세요 돈아까워요
64,2021년 1월 6일,별표 5개 만점에 1개를 받았습니다.,다운로드 실수로 누르면 그대로 다운로드 계속해야 하는게 말인가 그래놓고 삭제 기능도 없고 내가 왜 이따위로 서비스하는 거에 11만원 씩이나 처 하는 슈퍼요금제 처 써가며 이용해야 하는지 모르겠네.
65,2021년 3월 10일,별표 5개 만점에 1개를 받았습니다.,툭하면 네트워크 불안정으로 끊기고...통신사 유플 아니면 안봄..
66,2021년 1월 10일,별표 5개 만점에 1개를 받았습니다.,로그인안됩니다 ㅡㅡ 방금 애써가입해서 로그인하려는데 실패한다고 자꾸나오네요 하라는건지 말라는건지 후 와이파이로하면 로그인안되고 데이터켜야됩니다
67,2021년 1월 19일,별표 5개 만점에 4개를 받았습니다.,작품들이 얼만큼 있던 그런건 추후일이라 생각하고 개인적으로 생각하는 장점은 엘지폰 이용객은 무언가 1+1의 혜택을 받는 기분이라 나쁘지 않음. 무료 영화나 드라마도 나름 볼것들이 있다 생각함.
68,2021년 1월 28일,별표 5개 만점에 1개를 받았습니다.,전에는 안그랬는데 최근 외출하면서 TV재방드라마 시청하는데 왜 네트워크오류가 너무 자주뜨네여 인터넷와이파이오류면 유튜브도안되야하는데 유튜브도 가능한데 tv재방 그게 안되여
69,2021년 1월 6일,별표 5개 만점에 5개를 받았습니다.,모바일 결제한게 u+ tv랑 연동이 안되어서 2번 결제했다고 리뷰 남겼었는데 고객센터 연락해서 1건 환불 받았어요! 고객센터분 너무너무 친절하네영ㅠㅠ❤ 분노했던 마음이 풀렸넹여❤❤❤ 앞으론 연동 안되는지 확인하고 결제할게용 감사합니댱
70,2021년 1월 23일,별표 5개 만점에 2개를 받았습니다.,지난번 동일한 오류가 있었던 것 같은데..앱 업데이트 후 포켓빔으로 모바일tv 실시간 프로그램 시청이 불가합니다.
71,2020년 12월 31일,별표 5개 만점에 2개를 받았습니다.,네크워크상탸가좋지않아 스트리밍재생할수없다 오류났다 등등 영상재생이안돼요!!알아보기도귀찮은데 대충 어케 해결해야되나요?
72,2021년 1월 1일,별표 5개 만점에 1개를 받았습니다.,"무슨 와이파이도 잘터지고하는데 왜 영상실행이 안되나요? 개선이 필요하네요, 속터져서 어떻게 봅니까?"
73,2021년 1월 11일,별표 5개 만점에 1개를 받았습니다.,잘 이용중이던 해당앱의 월정액 납부하고 보는 비디오물이 계속 로딩만되고 플레이가 안됨. 다시 설치해도 동일현상임
74,2021년 1월 14일,별표 5개 만점에 1개를 받았습니다.,아니 네트워크연결이 원활하지 않는다는데 다른 앱들은 다 되면 이 앱이 문제있다는거 아닙니까? 돈 내고 쓰는 거면 제대로 만들어야지 지금 몇주째 이 상황이 반복되는지 모르겠네요 와이파이 연결 다시 다 해봤고 무제한 데이터로 연결해도 안됩니다
75,2020년 12월 23일,별표 5개 만점에 1개를 받았습니다.,루팅폰이라도 엘지유플러스 비싼돈주고 통신가입했는데 앱설치조차 못하게 한건 너무한거 아닙니까? 루팅폰이라고 통신료를 안내는것도 아닌데 요즘 왜그럽니까 엘지 모든게 맘에 안듭니다
76,2021년 3월 9일,별표 5개 만점에 4개를 받았습니다.,조아요!그런데 자주 화면이 정지되는 현상!
77,2020년 12월 26일,별표 5개 만점에 1개를 받았습니다.,한두푼도 아니고 돈주고 보는데 자막이 중간에 안나오는게 말이되요? 잠깐도 아니고 40분짜리 반은 안나오네요;; 한달 채우면 당장 해지할테다
78,2021년 1월 1일,별표 5개 만점에 3개를 받았습니다.,잘보고 있는데 최근에 지지직하는 잡음이 중간중간 잡힙니다. 유플러스 티비 외에 다른 영상을 시청할땐 문제가 없어 유플러스 티비에 이상이 있는게 아닐까 하네요.
79,2021년 3월 10일,별표 5개 만점에 4개를 받았습니다.,모래시계.걸어서하늘까지 잘봤습니다 환상의커플 기다려 봅니다~~
80,2021년 1월 30일,별표 5개 만점에 4개를 받았습니다.,모바일로 보다가 티비로 이어보려고 하는데 다음화재생하기 옆에 u+티비이어보기 없어졌어요 자주 사용해서 이어보려고 하니까 없네요
81,2020년 12월 28일,별표 5개 만점에 4개를 받았습니다.,애니 결제했는데 어떤건 유료고 어떤건 무료인가요? ㅡㅡ 그리고 오프닝 건너뛰기 만들었음 전체적으로 쓰시던가 어떤건 적용도 안됨 ㅡㅡ;;
82,2021년 1월 20일,별표 5개 만점에 1개를 받았습니다.,뭡니까 왜 실시간 보다가 팅깁니까 기본 월정액인데. 광고는 왜뜨고. 느리기는 기본이고.. 답변도 상관없이 ㄱㄸ같네.
83,2020년 12월 30일,별표 5개 만점에 1개를 받았습니다.,어플 시작하자마자 로그인이고 뭐고. 일시적 오류(10) 메세지가 계속 뜹니다. 요금만내고 사용을 못하네요
84,2021년 2월 7일,별표 5개 만점에 1개를 받았습니다.,미러링을 차단하는 것은 너무한 정책입니다. 앞으로 미러링 하려면 돈내고 U+TV 를 보라 이런걸 이군요.
85,2021년 3월 9일,별표 5개 만점에 1개를 받았습니다.,영화 구매후 다운로드하면 평생소장이 아닌가요? 7일동안 시청기간 끝나면 다운로드 한 것도 못보는건가요? 시가날때 볼려고 구매후 다운로드 받은 영화들 다 못보고 있습니다
86,2021년 1월 30일,별표 5개 만점에 1개를 받았습니다.,일시적인 오류(10)가 발생했습니다 라는 문구가 계속 뜨고 실행이 안되는데 왜 그런건가요?
87,2021년 1월 19일,별표 5개 만점에 2개를 받았습니다.,"다 무난하고 좋은데 무료 컨텐츠가 없어도 너무 없고 업데이트가 매우 더딤, 작은 화면 내 전체화면 및 사운드 온/오프 등의 버튼 터치 영역이 좁음"
