,DATE,STAR,REVIEW
32,2021년 3월 10일,별표 5개 만점에 3개를 받았습니다.,열림 알리미 팝업이 뜨질 않습니다 ㅠㅜ
33,2021년 1월 28일,별표 5개 만점에 4개를 받았습니다.,편리하고 아이들 위험한지 볼수 있어 좋네요
34,2021년 2월 2일,별표 5개 만점에 1개를 받았습니다.,맘카 쓰다가 속 뒤집어질것 같아요 연결이 너무 안됨..
35,2021년 3월 13일,별표 5개 만점에 1개를 받았습니다.,론도 조절기 계속 서버 접속 오류 나네요 서버 점검긴가요?
36,2021년 2월 19일,별표 5개 만점에 1개를 받았습니다.,위젯이 있다면서 위젯이 안깔립니다 어치해야하나요?
37,2021년 1월 27일,별표 5개 만점에 2개를 받았습니다.,강아지가 짖을때 화면 보고 짖지말라고 하면 더 짖고 흥분함 강아지가 잘 있는지.확인만 됨
38,2021년 1월 10일,별표 5개 만점에 1개를 받았습니다.,"쿠쿠밥솥 사용하고 있습니다. 오류가 너무 자주 발생하네요 단말제어실패라고 나오고 잠시후 실행하라는데 얼마나 잠시 후라는 건지, 그냥 기다리면 언젠가는 연결되는 건지 안내도 명확하지 않고 무작정 잠시 후 다시 시도하라는 안내는 당혹스럽네요;"
39,2021년 1월 31일,별표 5개 만점에 5개를 받았습니다.,다좋긴한데 업데이트가 너무 자주되요ㅋㅋ근데 업데이트 당근 해야 하는 앱이니깐요 ㅋㅋ
40,2021년 1월 28일,별표 5개 만점에 4개를 받았습니다.,어두울때 너무 안보였는데 조금 좋았졌어요!
41,2021년 1월 18일,별표 5개 만점에 1개를 받았습니다.,지속적으로 사람들이 영상 확인하거나 식제하려면 지난영상보기 눌러서 들어가서 지우거나 확인 해야하는데 10번넘게 시도중인데 접속이 안되는건 무엇이며 개선하려는 의지가 있는지 궁금합니다 내일 문의하고 지속적으로 문제가 발생하면 앱으로 인한 취소 가능한지 확인할것이며 위약금 관련하여 문의및 항의 그리고 안되면 법적인부북 확인후 해약하도록 하겠습니다
42,2021년 1월 27일,별표 5개 만점에 5개를 받았습니다.,접속시간이 약간 빨랐으면 좋겠습니다
43,2021년 1월 27일,별표 5개 만점에 1개를 받았습니다.,맘카 2개 동시보기 화면이 아주작게만 보여서 몹시 불편함.
44,2021년 1월 28일,별표 5개 만점에 5개를 받았습니다.,출장중 집안 부모님 근황 살펴봐서 아주 안심이 됩니다.
45,2020년 12월 22일,별표 5개 만점에 1개를 받았습니다.,몇일째 로그인이안되는지 모르겠네 사용이력만남고 켜지질않네 야간일할때 애들보려고 설치햇는데 1주일에 한번도 안되면 어쩌자는건지 돈만 받아가고 배짱인가 당장환불해라 처음에는 업데이트인줄 알앗는데 10번중에 1번켜지더니 이제는 들어가지지도않네
46,2020년 12월 21일,별표 5개 만점에 1개를 받았습니다.,계속 오류 떠요 일어나기 힘들어서 설치 한건데 켜지지도 꺼지지도 않고 실행하지 못 했다648 에러 뜨는데 뭐가 문제인가요? 코드가 있다는거는 해결 방법도 있다는걸텐데 코드 뜨면 이렇게 해봐라 메뉴얼도 없고 한달동안 쓰지를 못했어요 지워버릴까
47,2021년 1월 22일,별표 5개 만점에 1개를 받았습니다.,에러가 나서 사용할수가없어요..ㅡㅡ 업뎃안하나요.. 리뷰에 다에러 뜬다고써잇는데.. 쓸수가없겟군요..ㅡㅡ
48,2020년 12월 29일,별표 5개 만점에 2개를 받았습니다.,움직임감지센서가 제대로 작동이 되지도않고..움직임이 있으면 녹화가 되있어야하는데 녹화도 다되지않아있네요 애기때문에 24시간 했는데도 중요한 움직임이 녹화가 잘않된다고하면 어찌해아하는지. .요금은 요금대로부과시키면시..
49,2020년 11월 22일,별표 5개 만점에 2개를 받았습니다.,"잦은오류.. 삭제충동 유발!! 특히 저장용량 부족으로 코드'500' 오류 계속뜨고,,저장공간 삭제도 안되고, 듣기싫은 [용량부족 알람]은 끌수도 없고 5분에 한번씩 울려댐. 차라리 오류 못잡아낼것 같으면,,유플BOX 말고 각자폰에 녹화영상 저장하게 하든지.."
50,2021년 1월 18일,별표 5개 만점에 1개를 받았습니다.,가면 갈수록 나아지지는 않고 오히려 안좋아지고 있는것 같네요. 로딩되는 시간이 너무 길고 오류만 더 발생하는거 같네요
51,2021년 1월 24일,별표 5개 만점에 1개를 받았습니다.,맘카 대화하기 누르면 앱이 자동으로 꺼진다고 두달전 문의했고 기사님도 다녀갔으나 아직까지 이부분에대해서 고쳐지지도않고 사용못하고있음.
52,2021년 1월 28일,별표 5개 만점에 1개를 받았습니다.,만들거면 제대로 만들지 댓글들 보면 다 똑같은증상 고쳐라 쫌!!! 오류가 한두개가 아님
53,2020년 12월 21일,별표 5개 만점에 1개를 받았습니다.,"아니 해킹위험이 감지됐다고 강제종료한다는데 이거 뭘 어떻게 해야되는지 방법이라도 알려주던지;, 불안해서 쓰겠나 이거.. 아무리 검색해도 방법은 없고 혹시나 리뷰봤더니 참... 전화하라고만 하지말고 해결책을 주라고 제발"
54,2020년 11월 17일,별표 5개 만점에 3개를 받았습니다.,"다른 분들 말씀처럼 지난 영상보기 누르면 오류코드 500번 한 5-6번 넘게 나온 후에 겨우 보입니다. 한 사람만의 문제가 아닌 것 같은데 개선할 생각은 없는 것 같네요, 또 필요에 의해 실시간 녹화영상을 다 다운받아야해서 유플러스 박스 유료로 용량늘려 사용하는데 다음 달부터 pc에서는 사용못한다 하더니 이제는 유플러스 박스 신규가입을 제한한다는 공지가 올라왔네요. 맘카가 유플러스 박스와 연동되어 녹화영상이 저장되는 게 최대장점인데 신규 가입을 제한하겠다는 건 무슨 의미인가요? 유료로 용량 늘려서 사용도 못 하게 하겠다는건가요? 서비스가 점점 나아져야하는데 점점 후퇴하는 이유는 무엇인가요?"
55,2020년 12월 27일,별표 5개 만점에 1개를 받았습니다.,연결이안되서 기기해제하고 다시하려고하는데 안내랑 다르게 허브연결안됩니다. 진짜 어떻게해야 연걸할수있는거죠?
56,2021년 2월 25일,별표 5개 만점에 2개를 받았습니다.,너무 궁금한데 삼성제품등록이 1도 안되는데 어쩌죠? 스마트띵스 못잡나
57,2020년 12월 16일,별표 5개 만점에 1개를 받았습니다.,스마트홈 아기를 혼자 재워 맘카를 이용하는데 하루 수십번 끈기네요.연결도 너무 오래걸리고 어쩔수 없이 쓰지만 계약만료되면 해지할꺼에요
58,2020년 12월 24일,별표 5개 만점에 1개를 받았습니다.,쓰레기앱이네. 로그인하면 등록된기기가 자동으로 떠야지. 매번 새로 등록?
59,2020년 12월 25일,별표 5개 만점에 3개를 받았습니다.,AI 자주 연결 끊어져고 재연결도 잘 안되고 6개월에 한번은 기사 불러야 하네요
60,2020년 11월 6일,별표 5개 만점에 1개를 받았습니다.,아니 오류코드 500 맘카 왜 저장된 영상 못보냐고 하.... 진짜 용량 찻다고 폰은 3초에한번씩 울리는데 지워지지는 않고 여기 답변은 101번에 저나하라고 하고 101번은 모른다고 하고 답없네 청화대 신문고 소보원 다 신고한다 이거
61,2020년 11월 9일,별표 5개 만점에 1개를 받았습니다.,맘카가 한번에 제대로 실행되는적이 없음. 노트9사용하는데 처음부터 그랬어요 지난영상보기가 세번이상해도 안열릴때가 많음. 용량도 빨리차면서 이전 영상이 지워지는것도아니고 자주 지워줘야함
62,2020년 11월 30일,별표 5개 만점에 1개를 받았습니다.,아 정말 용량 삭제하라고 알람 와서 들어가면 제어가 안된다고 오류 코드 500 뜨고 이건 뭐 어떻게 하라는건지 ㅠ 제어에 매번 실패한다고 하는데 개선 좀 해주세요 제발
63,2020년 11월 9일,별표 5개 만점에 1개를 받았습니다.,업데이트하고나서부터 화면이 아예안나와요.오류오류오류. 카메라가 왜있는건지.볼수가없어요.
64,2020년 12월 15일,별표 5개 만점에 1개를 받았습니다.,정말 오류가~~재 설치을 몇번을 해도.ㅡㅡ 그냥 삭제 할러구요
65,2020년 12월 14일,별표 5개 만점에 4개를 받았습니다.,앱 위젯에 왜 수면등 없나요 저는 수면등을 많사용해서 위젯으로 꺼내놓고싶은데 수면등은 해당이 안되네요.. 추가시켜주세요
66,2020년 12월 12일,별표 5개 만점에 1개를 받았습니다.,별한개도 아까운앱 오류도많고 툭하면 로그아웃에 외부에서 멀티탭 종료하려고하니까 연결상태가 이상하다며 연결끊기더니 신호도안잡힘
67,2020년 11월 15일,별표 5개 만점에 3개를 받았습니다.,위젯에 무드등 버튼도 있었음 좋겠어요~ 혹시 기능이 있는데 제가 찾지 못한걸까요??
68,2020년 11월 25일,별표 5개 만점에 3개를 받았습니다.,평소에 잘쓰고있었는데 갑자기 오류가 남 실행하지못했습니다. 648 이라고 뜨는데 무슨 문제인가요?
69,2020년 12월 10일,별표 5개 만점에 1개를 받았습니다.,오류 648 뜨면서 맘카 구경 못 한지가 한달 다되가네요.. 알아서 잘 하겠지싶어서 냅뒀는데 계속 이런건 뭐 때문인가요
70,2020년 12월 14일,별표 5개 만점에 1개를 받았습니다.,신제품 나오면 나올수록 예전제품들 쓰레기 취급하나 점점 연결상태 취약해짐 회사에서 구동도 못함 집에 도착해야 구동되는 쓰레기 모듈어플
71,2020년 11월 13일,별표 5개 만점에 3개를 받았습니다.,수면등켜고 잘때 여러곡이 나오게할수는 없나요? 계속 한곡만 재생되는데...
72,2020년 12월 26일,별표 5개 만점에 1개를 받았습니다.,오작동이 넘 많아요 비~ 추천
73,2021년 2월 10일,별표 5개 만점에 1개를 받았습니다.,지독하다 진짜. 잠깐의 신기함이 약정기간 내내 불편함으로
74,2021년 1월 7일,별표 5개 만점에 1개를 받았습니다.,현관문 알림서비스는 알림음이 안울릴때가 더많아요
75,2020년 11월 7일,별표 5개 만점에 1개를 받았습니다.,어플실행이 안된다ㅡㅡ필요할때쓰려고 돈줘가며 신청했드만 이따구고
76,2021년 2월 21일,별표 5개 만점에 1개를 받았습니다.,맘카 등록이 안돼요. 전에 맘카앱으로 잘쓰고 있었는데 못쓰고 있습니다
77,2020년 12월 22일,별표 5개 만점에 1개를 받았습니다.,파일지우는데 먼오류가 이렇게 많이 뜨는지 지울때 마다 불편하내
78,2021년 3월 3일,별표 5개 만점에 3개를 받았습니다.,온도조절기 하나가 648 에러가 계속뜨는데 해결방법 알려주세요
79,2020년 11월 11일,별표 5개 만점에 2개를 받았습니다.,"차량등록도 되어있고 한데 차량 입차 알림이 안뜨네요, 어떻게 해야 하나요?"
80,2020년 11월 9일,별표 5개 만점에 1개를 받았습니다.,너무 느리고 티비는 버튼이 아예 안먹혀영..
81,2021년 1월 5일,별표 5개 만점에 4개를 받았습니다.,적용 되는데 약간의 딜레이가 있지만 쓸만 합니다
82,2021년 2월 18일,별표 5개 만점에 5개를 받았습니다.,저요 SKT사용자 인데요 혹시 타사 통신사 도 이용 가능 할지요
83,2020년 12월 22일,별표 5개 만점에 2개를 받았습니다.,와이파이 연결이 잘안되요 맘카 랑 무드등이랑 연결이자꾸 끊켜요
84,2020년 12월 21일,별표 5개 만점에 2개를 받았습니다.,오류가 많아서 불편해요
85,2021년 1월 1일,별표 5개 만점에 3개를 받았습니다.,쿠쿠밥솥 와이파이 비번 바꿔서 밥솥이 먹통 비번 변경 어디서 하나요?
86,2021년 2월 28일,별표 5개 만점에 3개를 받았습니다.,업테이트가잘안돼요너무너무느려서속이터져요
87,2020년 12월 5일,별표 5개 만점에 3개를 받았습니다.,알람. 켜고 끄고 잘 안될때 많아요. 나 나가. 들어와는 거이 안돼서 상용 못함
88,2021년 1월 21일,별표 5개 만점에 5개를 받았습니다.,부족한 부분을 조금 보완하면 좋을것 같습니다.
89,2020년 11월 23일,별표 5개 만점에 1개를 받았습니다.,카메라는 보여지는데 대화하기만 누름 앱이 강제종료되요 왜 그러나요?
90,2021년 1월 13일,별표 5개 만점에 1개를 받았습니다.,스위치는작동되지도않고짜증나네
91,2020년 11월 4일,별표 5개 만점에 1개를 받았습니다.,정말 거지같은 앱이네요 돈주고 멀티탭쓰는데 연결도 안되고
92,2021년 2월 4일,별표 5개 만점에 4개를 받았습니다.,엘지 스마트 사업이 잠시 주춤한다고 해도 다른 사업이 대박인걸 구 회장 추진이 기대가 됩니다 젋은 기업 총수에 앞으로 그림이 세계에 쌍두수호차 자율 주행과 넓은 광야를 질주 하는 세상은 무궁 무진 세계는 넓고 할일은 많아서 많은 인적 사람에 수호가 필요 할것이다 우리도 더 넓은 세계로 미지의 세상은 가보지 못한 땅을 언제 자유롭게 날아 다닐수 있을찌 쪼박이냐 대박이냐???
93,2021년 2월 10일,별표 5개 만점에 1개를 받았습니다.,맘카 지난내역을 볼수가 없어요
94,2021년 1월 27일,별표 5개 만점에 1개를 받았습니다.,엘지는 중국이랑 엮여있어서 진짜 사용하기 시른데 업데이트도 불안하고 중국이 울집 다 보고있는거아냐? ㅡㅡ 좀만 참으면 엘지랑 안녕이다. 중국이랑 평생 붙어먹다가 망해라 ㅡㅡ
95,2020년 12월 21일,별표 5개 만점에 4개를 받았습니다.,녹화가안돼서좀서운해요
96,2021년 1월 30일,별표 5개 만점에 2개를 받았습니다.,그닥 36개월 돈내고 볼 건 아닌듯
97,2021년 1월 22일,별표 5개 만점에 1개를 받았습니다.,지난영상볼수가없어서 삭제도못하고있는데 개발자님 뭐하고계세요?
98,2021년 1월 27일,별표 5개 만점에 1개를 받았습니다.,아주많은문제발생 짜증남
99,2021년 1월 27일,별표 5개 만점에 4개를 받았습니다.,맘카크게보기가 안되는거빼고는좋아요
100,2021년 2월 1일,별표 5개 만점에 1개를 받았습니다.,엉망이네요 진짜 접속자수가 많아 서비스가 원활하지았다고 접속할수가 없어요. 제가 원할때 볼수없으면 이걸 왜 씁니까!!!???? 그동안 느려도 참고 이용해왔는데 지금 8분째 접속 불가능입니다. 시정해주시죠 쫌 lg실망이네요 하...
101,2021년 3월 4일,별표 5개 만점에 1개를 받았습니다.,쿠쿠밥솥 연결 계속 실패해서 포기했어요. 간단히 연결되게 할순없나요. 편하게 사용하려다 스트레스만 받네요.
102,2020년 12월 21일,별표 5개 만점에 5개를 받았습니다.,애기들보기 너무좋아요
103,2020년 9월 19일,별표 5개 만점에 1개를 받았습니다.,"카메라 9월달 업데이트 왜한거에요?? 전버전으로 돌려 놓으세요!!!!!!! 사용이력은 계속 안뜨고 ㅡㅡ 카메라 작동시 빨간불 들어오게 하세요~!!!!! 계속 초록불이면 누가 보는지 아닌지 알수도 없고 돈내고 사용하는데 불안해서 쓰겠냐구요 ㅡㅡ 오류 투성 입니다, 업데이트 하고 확인도 안하나요???"
104,2021년 2월 8일,별표 5개 만점에 1개를 받았습니다.,iot 옛날 sps-02a 모델 설정다시할려고 앱깔고 들어갓는데 모델지원안함 옛날꺼라그런가 수신기도 필요한모델인데 수신기잇어도 안댐 고객센터전화해서 이야기해도 다시가입하라는 이야기만 주구중창하고 이야기 흐름을끊음 아에 말해도 모르고 대답도안하고 기기는멀쩡한데 활용방법이없음 비싸게주고삿엇는데 똥임 기기가문제가아니라 운영이 폭망임
105,2020년 12월 3일,별표 5개 만점에 1개를 받았습니다.,별한개도 아까움. 기획팀 신입직원이 사실 할줄모르는데 억지로 시켜서 전문개발자없이 유투브보고 만든 어플같음...지난영상은 에러500만 뜨고 67번을 시도해도 안뜸. 저장공간부족하다는 진동은 미친듯이 울림. 제거 후 재설치해도 마찬가지. 쓸수가없는데...? 못하면 하질말고 IOT요금을 받았으면 똑바로해요. 거지는 구걸이라도하지 LG는 사기를 치네. 해지하면 얼씨구나 위약금물어내라하겠군. 아 기획의도가 위약금장사라면 개선안하는거 이해됨.
106,2020년 10월 20일,별표 5개 만점에 4개를 받았습니다.,U+ 스마트홈을 잘 쓰고 있습니다 하지만 U+ 스마트홈을 할려면 로그인 을 해야해서 불편합니다. 그레도 스마트홈앱은 집을 볼수 있어서 좋아요. 그런대 네크워크 연결 되지 않으면 웹페이지를 찾을수 없다면서 짜구 끊켜요ㅜㅜ 하지만 스마트홈의 앱은 정말 좋습니다. 원하는데로 다~ 되는 우리집앱의 U+ 스마트홈이 좋아요❤
107,2020년 11월 13일,별표 5개 만점에 1개를 받았습니다.,아니왜 일상보기자꾸 오류뜨나요 참다참다씁니다ㅡㅡ
108,2020년 9월 16일,별표 5개 만점에 3개를 받았습니다.,제발 데스크탑 컴퓨터용 앱을 개발해주세요. 타사제품은 데스크탑용어플있답니다. cctv로 양방향소통대화중에 폰으로 다른 작업을 해야하면 연결이 끊기니 답답해서요.ㅠㅠ 그리고 전체화면시에 다른 어플사용때 축소화기능되게 해주세요. 그러니깐 펫카에서 빠져나와서 카톡을 키거나 문자를 보낼땐 축소되어서 계속 영상을 보고 양방향소통이 꺼지지않게해주세요. 지금은 다른작업하려면 아이와 대화중에 꺼지니 정말 짜증납니다.
109,2020년 9월 21일,별표 5개 만점에 1개를 받았습니다.,몃일째 업데이트가 안되네요..다시제거까지 시도하고 설치 하려해도 안됩니다. 그냥 해지 하든해야지..돈내고 이리 불편해서 되겟읍니까? 해지하려하면 위약 금 어쩌고.. 갑질도 이런갑질이 .. 너무합니다. 소비자 고발센타에 신고 해야하나..아짜증..
110,2020년 9월 16일,별표 5개 만점에 1개를 받았습니다.,"그냥 가게서 카운터만 보는건데~우리집기기도 연결할것도 없는데.,그런 기능을 구비한 전기제품을 사라는건지? 뭐하러 자꾸 업데이트해요? 약정만아니면 해지하고 진짜cctv달아야겠어요 이건 녹화시간도 짧고 자꾸 삭제해야하고.,번거롭네요~"
111,2021년 1월 29일,별표 5개 만점에 5개를 받았습니다.,진짜 좋은 시스템입니다
112,2021년 1월 31일,별표 5개 만점에 5개를 받았습니다.,너무 예민해요 그래서 더 좋아요
113,2021년 1월 21일,별표 5개 만점에 1개를 받았습니다.,"LG 품질관리서비스 담당자분들은 이 댓글들 확인하시는것 맞나요? 작년에 빌라로 이사하면서 보안이 걱정되어 이 서비스를 시작했는데 밑에 분들니 말씀하신것처럼 오류가 너무 많이 발생해 사용하지 않고 있었습니다. 오늘 전화해보니 해지하면 2년치 사용요금을 위약금으로 내야한다고 하시더군요. 사용도중 해지 시 위약금을 남은 사용요금으로 부과하신다는 말씀은 왜 사전에 안해주시죠? 3년약정이라는 말에 이 말이 포함된다고 공지해주셨습니까? 그리고 저를 포함한 많음 분들니 지금 이 앱의 기능이 문제가 있다고 제기하는데 개선의 의지는 있는건가 진심으로 궁금합니다. 대부분 문제를 제기하는 답글들에 101로 전화하라고 복사 붙여넣기 하셨던데 왜 많은 사람들이 중간에 해지를 하고 싶어하는지, 기능이 만족스러웠다면 굳이 해지를 하고 싶어했을지 생각해보셨나요? 이번에 이사하면서 가전제품 1500만원 이상을 LG에서 맞췄는데 그런 저의 선택이 정말 후회스럽네요. 가전은 LG가 LG회사의 모토 아닌가요?"
114,2021년 1월 28일,별표 5개 만점에 1개를 받았습니다.,저장되어있는거확인하기참힘들어요... 제어장치가어쩌고저쩌고.. 한두번이어야이해하는데;;
