104	2020년 12월 3일	별표 5개 만점에 1개를 받았습니다.	별한개도 아까움. 기획팀 신입직원이 사실 할줄모르는데 억지로 시켜서 전문개발자없이 유투브보고 만든 어플같음...지난영상은 에러500만 뜨고 67번을 시도해도 안뜸. 저장공간부족하다는 진동은 미친듯이 울림. 제거 후 재설치해도 마찬가지. 쓸수가없는데...? 못하면 하질말고 IOT요금을 받았으면 똑바로해요. 거지는 구걸이라도하지 LG는 사기를 치네. 해지하면 얼씨구나 위약금물어내라하겠군. 아 기획의도가 위약금장사라면 개선안하는거 이해됨.	0
198	2020년 6월 21일	별표 5개 만점에 1개를 받았습니다.	처음 하루되고 껐다가 다시하니 연결이 끊겼다길래 접속할려니 연결방법복잡하면서 시도가 안됌 너무불편하네요.기기불도 안들어옴. 고장난걸 준것같음. 암호는 입력하라는데 어떻게 아냐고요. 되게 복잡하고 연결어려워서 그냥 처박아놈	0
1751	2017년 4월 24일	별표 5개 만점에 5개를 받았습니다.	와우	1
443	2019년 7월 11일	별표 5개 만점에 5개를 받았습니다.	도어가 열리면 점등되는 기능을 잘쓰고있습니다 점등후 몇분후 자동으로 꺼지는 기능도 있으면 좋겠습니다	0
1007	2019년 2월 15일	별표 5개 만점에 3개를 받았습니다.	사용하기편하다	1
535	2018년 9월 28일	별표 5개 만점에 1개를 받았습니다.	클로바랑 연동문제좀 해결해좀 기사님 3시간설치후 포기	0
1215	2019년 12월 19일	별표 5개 만점에 5개를 받았습니다.	개조음	1
1768	2017년 3월 30일	별표 5개 만점에 1개를 받았습니다.	코드 하나 스위치 하나 등록하는것도 서비스 준비중이라서 고객센터에 전화해야 쓸수있으면서 대체 어플은 왜 만들어놨는지? 이러니까 헬쥐소리나 듣지	0
1142	2020년 9월 23일	별표 5개 만점에 5개를 받았습니다.	좋아요	1
281	2020년 8월 18일	별표 5개 만점에 3개를 받았습니다.	휴대폰을 바꿨더니 휴대폰으로 연결이 안 됐나봐요. 업데이트 하라고 해서 계속 시도하는데 안 되네요. 저같은 기계치는 많이 불편합니다.	0
1379	2019년 2월 18일	별표 5개 만점에 4개를 받았습니다.	좋아요,,	1
539	2020년 2월 7일	별표 5개 만점에 1개를 받았습니다.	앱이 로그인을 시도하면 계속하여 튕기고 들어가지지 않네요	0
1923	2015년 11월 21일	별표 5개 만점에 4개를 받았습니다.	안드로이드 6로 업그레이드 하고서는 계속 오류가 나네요	0
951	2020년 5월 13일	별표 5개 만점에 5개를 받았습니다.	아저씨엄청재미있어요	2
1050	2019년 4월 18일	별표 5개 만점에 1개를 받았습니다.	맨날 먹통 짜증나	0
715	2019년 9월 5일	별표 5개 만점에 3개를 받았습니다.	집 베란다이런것도 잘못 알아듣고 사무실서사용할수도 있는데 왜집용어만있는지	0
1195	2020년 2월 20일	별표 5개 만점에 5개를 받았습니다.	좋아요	1
1275	2019년 9월 6일	별표 5개 만점에 5개를 받았습니다.	굳	1
2122	2018년 11월 24일	별표 5개 만점에 5개를 받았습니다.	굿	1
1502	2018년 3월 29일	별표 5개 만점에 1개를 받았습니다.	왠만하면 후기 안남기는데 미치겠어서 후기 남깁니다. 앱 안정성이 현저히 떨어지네요 정말.. 로그인을 몇번을 하라는건지.. 그리고 로그인 시간도 길고 접속상태도 불안정하고.. 앱 개발자들이 연구소뿐만 아니라 필드에서 접속 가능한 기기들을 다양한 모드에서 접속 시도해서 품질개선 진행 바랍니다. IOT 연동기기 사서 유익한 점이 하나도 없네요.	0
1741	2017년 4월 22일	별표 5개 만점에 3개를 받았습니다.	U+ tv 의 iot 는 멀로 연결하나요?	1
1864	2016년 8월 1일	별표 5개 만점에 1개를 받았습니다.	정말....영...아니올시다.	0
305	2020년 2월 28일	별표 5개 만점에 1개를 받았습니다.	일주일전부터 실행하면 안됩니다. 다른 현관알리미같은건 작동이 잘되는데 와이파이연결을 확인하라고 하네요. 집에서 와이파이해도 마찬가지구요	0
2022	2016년 12월 24일	별표 5개 만점에 1개를 받았습니다.	외부에서 확인 가능	0
95	2021년 1월 30일	별표 5개 만점에 2개를 받았습니다.	그닥 36개월 돈내고 볼 건 아닌듯	0
121	2018년 10월 16일	별표 5개 만점에 2개를 받았습니다.	미로가습기를 연동해서 사용하려고 합니다 설명서에 적힌대로 따라가면 인터넷에 연결할 수 없다는 알림이 뜨며 서버에 등록이 안됩니다. 등록을 하려고 하면 폰에 집 와이파이가 연결되어 있다가 MIROT_xxxxxxx로 연결이 됩니다. 그리고 서버에 등록하려고 시도하면 연결이 안된다고 뜨고 에러창이 뜹니다. 그 상태에서 앱을 끄면 여전히 와이파이는 MIROT와 연결되어 있는데 인터넷은 안되는 상황입니다. 폰은 lg g6 와이파이는 삼성브랜드 사용합니다. 어떤 문제인지 어떻게 해결할 수 있는지 답변 부탁드립니다.	0
378	2020년 7월 8일	별표 5개 만점에 1개를 받았습니다.	u+ 인터넷을 가입하면 어쩔 수 없이 강재로 사용해야 함. 상품에 따라 다르겠지만 강제 사용의 경우 매 번 업데이트가 있을 때 마다 강제로 업데이트를 하지 않으면 에어컨 제어 등 스마트홈 기능을 사용할 수 없음. 무조건적인 사용 + 업데이트가 강제됨	0
1184	2020년 1월 2일	별표 5개 만점에 5개를 받았습니다.	굳입니다~	1
1010	2020년 3월 31일	별표 5개 만점에 4개를 받았습니다.	잘 사용하겠습니다 ^^!!	1
1430	2018년 8월 24일	별표 5개 만점에 5개를 받았습니다.	불끄기너무좋다.전기세도 미리 사용량 알수있어 좋네요	1
896	2020년 7월 30일	별표 5개 만점에 4개를 받았습니다.	좋아요 소리도잘들려요	1
2053	2015년 8월 21일	별표 5개 만점에 1개를 받았습니다.	뭐죠	0
433	2020년 7월 8일	별표 5개 만점에 1개를 받았습니다.	솔직히 전에 쓰던 kt홈캠보다 많이 떨어짐 회전기능없고 소리도 작아서 안들리고 바로바로 쌍방향으로 대화도불가능 한템포 느립니다 그냥 도어센서로 입출입확인 기능은 괜찮구요	0
1922	2015년 11월 11일	별표 5개 만점에 2개를 받았습니다.	스위치 신청했는데 자려고 불 끄면 잔류?가 남아서 희미하게 깜박깜박;; 밤새도록 그래서 이불 뒤집어쓰고 잠.. 기사님한테 연락해서 물었더니 전등 갈아보라고..근데 전등을 갈아서 괜찮아지는 경우가 있고, 아니라는 경우도 있고.. 랜덤이라능.. 정확한 이유는 기사님도 모른다네요;; 그럼 새 거 갈아보고 또 그럼, 돈낭비 아닌가? 취소해야하나..	0
1353	2019년 2월 8일	별표 5개 만점에 5개를 받았습니다.	Lot 잘되네요	1
584	2019년 4월 8일	별표 5개 만점에 5개를 받았습니다.	아이의 귀가시간이 확인되어 좋아요.	1
1938	2015년 8월 31일	별표 5개 만점에 1개를 받았습니다.	돈받고 파는 제품이면 이렇게 만들면 안된다. 스위치 온오프 동기화가 안된다. 방 전등은 켜져있는데 아무리 새로고침해도 꺼져있다고 나오고 온오프 버튼 누르면 기기와 연결문제라고 나오고. 타이머 기능있다고?? 등록이 랜덤하게 된다. 설정하고 완료버튼 먹통. 이거 서비스 설치하는 중이라면 빨리 취소해라 자리잡힐때까지 한참멀은듯	0
1907	2016년 1월 29일	별표 5개 만점에 5개를 받았습니다.	위젯좀 만드세요 일일이 들어가서 키려니 좀 귀찮네요	0
1974	2015년 8월 5일	별표 5개 만점에 2개를 받았습니다.	이거 아이디도 안되고, 비밀번호도 잘안 되요 도와주세요	0
209	2020년 6월 28일	별표 5개 만점에 3개를 받았습니다.	거의 5년동안 사용했던 홈cctv 어플은 지난영상 확인이나 사용이 원활하고 좋았는데.. 새로 바뀐 스마트홈에서의 cctv는 마음에 안들어요. 그럭저럭 사용하긴 했지만 처음부터 매우 불만이었던 지난영상확인은 왜 로딩이 잘 안될까요? 목록이 아예 안뜨면서 오류번호 500 이라는 숫자와 제어가 어쩌고저쩌고 라고 메세지가 뜹니다.. 보통 몇번 다시 클릭하면 뜨는데 심하게 안될때는 몇분동안 클릭을 수없이 해도 안됩니다. 집에 아픈 강아지때문에 실시간 뿐만 아니라 지난영상이 중요한 저에게는 정말 짜증나는 상황입니다. LG만 10년정도 쓰고 있는데 진짜 갈아타고 싶을정도로 돈주고 스트레스 받습니다. 지금도 10번 넘게 클릭해도 안되서 화나서 글 남깁니다. 제~~~~~발 지난영상보기 할 때 원활하게 사용할 수 있게 부탁드립니다.	0
956	2020년 5월 20일	별표 5개 만점에 5개를 받았습니다.	U+스마트홈 사용해보겠습니다	1
355	2020년 7월 9일	별표 5개 만점에 1개를 받았습니다.	이건 cctv용인지..감시용인지 ..cctv효과볼려고, 움직임감지키면은 24시간동안..알림음 시도때도 없이와서 잠도 ..움직임 감지 끄면 cvtv용도를 사용 못하고 ...고객센터에 문의하니까 개선하겠다고 노력한다는데 개선할기미도 없고 ..거기다 약정까지 잡혀있어서.,.해지도 못하고 이글 보시는분 가입 하지마세요,..!최악임	0
1988	2017년 1월 1일	별표 5개 만점에 5개를 받았습니다.	제작자가 열심히 만들었는데 최악이라고 욕하는 사람 뭐임?이렇게 좋은 앱을 가지고 왜 뭐라 해요?저는 이 앱을 잘 사용하고 있고,너무나도 좋은 앱인데,저는 그점이 너무 이해가 안 가요.	1
452	2020년 1월 13일	별표 5개 만점에 3개를 받았습니다.	며칠째 로그인두 안되구 계속 서버에 접속하지못한다구만뜨네요ㅠㅠ	0
28	2021년 3월 5일	별표 5개 만점에 2개를 받았습니다.	한달전부터 작동안되고 로딩만처리됩니다	0
1481	2018년 6월 12일	별표 5개 만점에 1개를 받았습니다.	이따위로 하실거면 CCTV는 빼시죠.	0
2126	2020년 9월 20일	별표 5개 만점에 5개를 받았습니다.	좋아요	1
1678	2017년 9월 7일	별표 5개 만점에 5개를 받았습니다.	화제안정면에서최고인듯 ㅎㅎ	1
138	2020년 8월 11일	별표 5개 만점에 1개를 받았습니다.	로그인시 에라 메시지가 떠서 고객센터에 전화했습니다. Ios 14는 개발자 모드라 로그인이 되지 안는다고, 방법이 없다는 답변만 들었습니다. 그럼 다른 어플들이 ios14에서 왜 되는지 이해가 되지 안습니다. 로그인이 되지 안으니 ios13으로 다운그레이 하래요 ㅋㅋㅋ LG 라는 회사 참!!!! 답없습니다. 앞으로 iot는 LG 쓰지 마시길 바랍니다. ^^	0
356	2019년 6월 28일	별표 5개 만점에 5개를 받았습니다.	참 좋은 기능입니다. 특히 여름 아침에 더워질때 늦잠은 자고싶지만 잠에서 깨 에어컨을 켤수도 없고 이럴때 예약기능은 천국이네요.	1
469	2019년 7월 12일	별표 5개 만점에 1개를 받았습니다.	계속오류나고 기기작동을 할수없어요 방문자확인 전등 환기 on off 다안되요	0
1896	2016년 2월 25일	별표 5개 만점에 1개를 받았습니다.	와이파이를 연결했는데 계속연결이안되고 뭐하자는겁니까?	0
253	2019년 12월 21일	별표 5개 만점에 1개를 받았습니다.	첨엔 잘됐는데 한달 지나니 서비스도 엉망이고... AS도 전화해서 했는데 서로 자기부서가 아니라고 여기저기 통화연결만 시켜주고 위약금때문에 울며겨자먹기로 가지고있습니다.	0
908	2018년 11월 13일	별표 5개 만점에 5개를 받았습니다.	다양저장공간을 ㅇ삲이 확보바랑ㅅ	2
1250	2020년 11월 8일	별표 5개 만점에 5개를 받았습니다.	굿	1
985	2019년 11월 28일	별표 5개 만점에 5개를 받았습니다.	고양이는 시러함 ㅠㅠ	0
1629	2017년 10월 26일	별표 5개 만점에 5개를 받았습니다.	우와~이번에 이뿌게 바꼈네요~!^^ 전에 쩜 칙칙했는데~ㅋㅋ 위젯 케릭터 귀엽네요~ㅎㅎ 자기 전에 한꺼번에 불끄는거 자주써요~	1
1653	2017년 10월 8일	별표 5개 만점에 1개를 받았습니다.	전등 타이머 어쨌어요..? 시간에맞춰서 켜지게 꺼지게하는거요..	0
466	2019년 11월 2일	별표 5개 만점에 1개를 받았습니다.	사용한지 일주일도안됐는데 접속이안되고 앱도안열리고 왜이런걸까요?	0
2025	2015년 12월 30일	별표 5개 만점에 4개를 받았습니다.	조ㅎ음	1
913	2021년 1월 29일	별표 5개 만점에 5개를 받았습니다.	아직 까지는	1
1427	2018년 9월 2일	별표 5개 만점에 1개를 받았습니다.	처음 이상 발생됐을때는 진동으로 해놨는데 소리가 자꾸 나더니 이젠 무음으로 되있어서 그때그때 확인이 힘드네요 저는 진동으로 기능이 필요한데	0
2090	2020년 7월 1일	별표 5개 만점에 5개를 받았습니다.	감사합니다	1
1975	2015년 8월 24일	별표 5개 만점에 1개를 받았습니다.	로그인 해야돼	0
1417	2018년 9월 8일	별표 5개 만점에 3개를 받았습니다.	왜 위젯이 사라지죠? 기종은 G7인데.... 위젯 사이즈고르면 없어져요	1
509	2020년 7월 26일	별표 5개 만점에 4개를 받았습니다.	이번 7월 삼성 보안 업데이트 이후 작동이 안됩니다 수정해 주세요~	0
2141	2019년 1월 14일	별표 5개 만점에 5개를 받았습니다.	좋아요	1
1627	2017년 10월 18일	별표 5개 만점에 3개를 받았습니다.	앱 화면이 시스템의 화면밝기와 상관없이 아주 많이 밝아서 저녁만돼도 보기 불편할 정도네요. 앱내에 설정이 없는데, 시스템의 밝기 설정을 따르게 하면 좋겠네요. 밝기 설정을 45% 정도로 사용시 다른 앱들은 다 이같은 밝기인데 IoT앱만은 80%이상의 밝기로 실행됩니다. 이 상태에서 설정으로 밝기를 줄이면 앱의 밝기가 조정이 됩니다만 앱을 나오면 화면이 어두워서 다시 밝기를 원상태로 해야합니다.	0
1700	2017년 7월 6일	별표 5개 만점에 3개를 받았습니다.	이거 왜 자꾸 로그아웃 됐다고 뜨는지ㅡㅡ 다른 앱 실행하거나 아무것도 안할때도 시도때도없이 뜹니다 버그 수정해주세요	0
1340	2019년 4월 14일	별표 5개 만점에 5개를 받았습니다.	좋아요	1
1126	2020년 12월 21일	별표 5개 만점에 2개를 받았습니다.	비추 ...	0
344	2020년 3월 4일	별표 5개 만점에 1개를 받았습니다.	오타가 많아서 다시 작성합니다. 하니웰 온도조절기(iot) 핸드폰과 연결시 HA_ 와이파이명이 왜 안뜨는거죠?? ㅠㅠ	0
2048	2018년 1월 2일	별표 5개 만점에 4개를 받았습니다.	짱 짱 짱!	1
1771	2017년 3월 23일	별표 5개 만점에 3개를 받았습니다.	v10사용자인데 iot@home어플서 사운드바 셋탑박스 tvG등록할려니 유플러스 와이파이가 검색안됩니다 비번도설정되어이는데안되네요 tvg터치 리모콘어플에서는 셋탑박스검색이안되고요	0
878	2019년 10월 18일	별표 5개 만점에 1개를 받았습니다.	맘카 어플 iot@home 넘어오곤 실시간 보질못함 계속 로딩중ㅡㅡ 휴대폰 인터넷 티비 맘카 lg인데 해지각	0
1442	2018년 7월 12일	별표 5개 만점에 1개를 받았습니다.	아니 iot플러그 예전에는 전기세도 앱에서 다 보여주던데 이젠없네요?찾아보니 전기료알리미?이게 따로잇던데 돈주고가입??아니 이럴려고 앱업데이트하면서 iot플러그 전기세부분 빼버린거임?	0
39	2021년 1월 28일	별표 5개 만점에 4개를 받았습니다.	어두울때 너무 안보였는데 조금 좋았졌어요!	1
789	2020년 5월 27일	별표 5개 만점에 5개를 받았습니다.	가격대비 성능 좋아요.	1
1	2021년 2월 9일	별표 5개 만점에 1개를 받았습니다.	1. 녹화용량이 가득 찼을때, 가장 마지막 과거 데이터를 삭제 하는 기능이 없어 수동으로 삭제를 해줘야 녹화가 유지됨.. 2. 로딩속도가 옛날 맘카에 비해 더 느려졌음 PTZ도 예전 맘카가 더 부드럽게 제어 되었던듯.. 3. 녹화파일 재생이 오류 메시지(500) 뜨면서 안됨... 1번 성공 해봤음.. (두 개의 서로 다른 폰 기종으로 연결해봐도 마찬가지) 이 에러가 뜰경우 녹화목록에도 안들어가지기 때문에 녹화파일 삭제 조차도 할 수없음 추가적으로..와이파이연결중에 용량 10프로 미만 남았다고 알람이 쉴틈없이 날아오네요.. 한달 이내 개선 안될경우 해지 절차 들어갈예정임..	0
1998	2016년 3월 30일	별표 5개 만점에 1개를 받았습니다.	이딴거만들지마삼 진짜이거하지마세요 장애인인가? 아이디 시간내서다만들고 시간날렸네 진짜한심하다 개빡치네 진짜 별한개도아깝다	0
1800	2017년 2월 16일	별표 5개 만점에 3개를 받았습니다.	좋아욘	1
946	2019년 12월 19일	별표 5개 만점에 1개를 받았습니다.	설치가 안되요ㅠㅠ	0
217	2019년 3월 12일	별표 5개 만점에 2개를 받았습니다.	비번5회잘못쳐서 유플홈에서 새로운 비번 재설정했고, iot홈에서 다시 로그인하는데 계속 비번5회잘못쳤다고 뜨네요. 한 아이디로 모든 접속가능한 통합아이디 아닌가요? 그래서 iot홈 어플 지우고 다시 깔았는데도 여전히 비번5회오류뜨고....ㅜ 재설정한 비번으로 유플홈은 로그인이 잘 되는데, 이것만 로그인이 안되네요. 왜 이래요??	0
1963	2015년 8월 11일	별표 5개 만점에 2개를 받았습니다.	로그인을해도 안되요회원가입을 끈내고 로그인할라고 하니까 또 안된되요	0
1694	2017년 7월 12일	별표 5개 만점에 1개를 받았습니다.	계속 권한 설정하라는데 설정을 해도 어플자체가 접속이안됨 약정걸려서 돈은 내고있지만 뭐하자는건지	0
59	2020년 11월 6일	별표 5개 만점에 1개를 받았습니다.	아니 오류코드 500 맘카 왜 저장된 영상 못보냐고 하.... 진짜 용량 찻다고 폰은 3초에한번씩 울리는데 지워지지는 않고 여기 답변은 101번에 저나하라고 하고 101번은 모른다고 하고 답없네 청화대 신문고 소보원 다 신고한다 이거	0
1382	2018년 12월 21일	별표 5개 만점에 1개를 받았습니다.	제발 네트워크 오류좀 해결해주세요 너무 짜증납니다 하루이틀도 아니고	0
1150	2020년 8월 5일	별표 5개 만점에 4개를 받았습니다.	좋아요	1
1347	2019년 4월 9일	별표 5개 만점에 5개를 받았습니다.	굿	1
2005	2018년 2월 16일	별표 5개 만점에 4개를 받았습니다.	열림알리미 사용중인데요 열림 시간을 설정해놓고 그 설정해놓은 시간보다 문이 열려있는 시간이 길어질 경우 경보나 알림을 해주는 기능이 있으면 좋겠어요 현관문이 가끔 들닫히는 경우가 있어서요 ㅠ 바빠서 확인못하고 정신 없이 나갈경우 몇분후 경보가 울리면 주차장서 출발하기전에 돌아와서 확인하고 닫고 갈 수 있을거 같아요~	0
122	2020년 10월 10일	별표 5개 만점에 1개를 받았습니다.	궁금해서 볼려면 매번오류오류 상담직원분 죄송.개선ㅠㅠ as기사분 여러명동시에접속하면그럴수있다고ㅠㅠ 왜 소오름이 돋나요?전 코드를 뽑았는데 감지알림문자왔어요 헐 언제까지 죄송하고 몇번을제가 as받고 스트레스받아야하나요.	0
866	2019년 10월 27일	별표 5개 만점에 1개를 받았습니다.	맨날 오류내 쓰레기같은	0
938	2018년 11월 14일	별표 5개 만점에 1개를 받았습니다.	이반장입니다. 앱 사용하고 기분이 나빠졌습니다.	0
2076	2020년 7월 29일	별표 5개 만점에 5개를 받았습니다.	긋긋	1
6	2021년 1월 28일	별표 5개 만점에 1개를 받았습니다.	3년 동안 사용해봤는데 결과 적으로 너무 불편하게 사용했습니다. 이제 계약해지 하는것만 남았네요. 제대로 작동되지 않고 이제는 폰으로하는것도 잘작동 되지 않네요 . 3년동안 이야기 때문 해지 못하고 이제 3년 계약 만료 되어서 해지 합니다.	0
717	2020년 1월 25일	별표 5개 만점에 1개를 받았습니다.	소프트웨어 업데이트이후 앱이 켜지지도 않네요	0
91	2021년 2월 4일	별표 5개 만점에 4개를 받았습니다.	엘지 스마트 사업이 잠시 주춤한다고 해도 다른 사업이 대박인걸 구 회장 추진이 기대가 됩니다 젋은 기업 총수에 앞으로 그림이 세계에 쌍두수호차 자율 주행과 넓은 광야를 질주 하는 세상은 무궁 무진 세계는 넓고 할일은 많아서 많은 인적 사람에 수호가 필요 할것이다 우리도 더 넓은 세계로 미지의 세상은 가보지 못한 땅을 언제 자유롭게 날아 다닐수 있을찌 쪼박이냐 대박이냐???	1
1647	2017년 10월 26일	별표 5개 만점에 5개를 받았습니다.	서비스가 아직 불안정한면이 있지만 신경을 많이 쓴 느낌이 많이 납니다.	1
196	2020년 4월 4일	별표 5개 만점에 1개를 받았습니다.	갤럭시노트 10+ 쓰는데 제발 메뉴에 있는 [지난 영상 / 사진 보기] 좀 되게 해주세요. 처음에는 좀 되다가 업그레이드 될때마다 전혀 볼수가 없습니다. U+ 정말 짜증나는 통신사 네요. 유료서비스에 대한 손해배상 처리할 예정입니다.	0
1521	2018년 6월 14일	별표 5개 만점에 1개를 받았습니다.	되는 날 보다 안 되는 날이 더 많음ㅡㅡ	0
1758	2016년 12월 28일	별표 5개 만점에 1개를 받았습니다.	맨 허브기기전원 확인하라그러고 전원 껏다키라그러고..기기랑 플러그랑 거리 4미터거린데도 작동도 안되고...이딴 써비스 왜 만들고 돈받음?	0
384	2019년 7월 1일	별표 5개 만점에 1개를 받았습니다.	업데이트 이후 플러그 누적전력사용 볼수없어서 너무아쉬움. 기존에있더 좋은기능을 왜 뺃는지 이해불가	0
1914	2015년 12월 10일	별표 5개 만점에 4개를 받았습니다.	IoT 앱까지 찾아서 드려가려고 하니, 시간도 오래 걸리고 그냥 직접 키는게 더 편리해 보입니다. 위젯 추가가 시급합니다	0
1196	2019년 12월 23일	별표 5개 만점에 5개를 받았습니다.	좋아요	1
1483	2018년 6월 19일	별표 5개 만점에 1개를 받았습니다.	갤럭시S8+ 업데이트 된후 앱이 실행이 안됩니다 빠른 해결부탁드립니다	0
2080	2018년 11월 8일	별표 5개 만점에 3개를 받았습니다.	Hallelujah	1
559	2020년 8월 14일	별표 5개 만점에 1개를 받았습니다.	비데 연결하려다 비데 부숴버릴거 같은데 왜 블로그 사진이랑 내 앱창은 다른거냐...	0
222	2019년 9월 9일	별표 5개 만점에 3개를 받았습니다.	바탕화면에 위젯 설치해놓은게 하나도 없는데, 위젯 추가 시도하면 "이미 설치된 위젯입니다"라고 뜨며 위젯 추가가 안됩니다. LG G8 Thinq 스마트폰	0
505	2019년 7월 24일	별표 5개 만점에 1개를 받았습니다.	정기로그인점검최대1시간이뭔몇일동안뜨고 로그인안대고왜만든거녀 최악의어플	0
1158	2020년 5월 3일	별표 5개 만점에 1개를 받았습니다.	iot플러그기기등록할라하는데와이파이뗌에등록이안되네	0
1160	2020년 4월 14일	별표 5개 만점에 5개를 받았습니다.	좋아요	1
1432	2018년 8월 23일	별표 5개 만점에 5개를 받았습니다.	편해요 그전에는 절전형 스위치를 사용했는데 깜빡할때는 좋아오	1
472	2020년 7월 7일	별표 5개 만점에 1개를 받았습니다.	아직 해결이 안되신건가요? 다운로드 대기중에서 넘어가질 않습니다... 빠른 조치 부탁드립니다.	0
319	2020년 2월 27일	별표 5개 만점에 1개를 받았습니다.	오류투성이임 오류의 일상화임 자동실행에 취침모드시 활성화 되도록 해주세요 잘되던걸 왜 없애나요? 앱 만드는 사람 개인적으로 면담하고 싶은데 연락 좀 주세요 고객센터 어쩌구 하지마시고요	0
1271	2019년 7월 19일	별표 5개 만점에 5개를 받았습니다.	조음	1
1017	2020년 5월 31일	별표 5개 만점에 5개를 받았습니다.	잘사용하고 있습니다	1
9	2021년 1월 27일	별표 5개 만점에 1개를 받았습니다.	위젯은 항상 먹통에 운이 좋아야 작동하고 멀티탭 에러는 하도 자주나서 몇번을 셀프로 재설정했는지 기억이 안날 정도네요. 솔직히 많이 실망스럽습니다.	0
1202	2020년 2월 20일	별표 5개 만점에 4개를 받았습니다.	좋아요	1
1773	2017년 2월 2일	별표 5개 만점에 4개를 받았습니다.	열린감지센서를 사용중이라서 앱을 지웠다가 다시설치해서 사용중인데 알림이 울리지가않네요 어떻게해야하나요???	0
840	2021년 1월 27일	별표 5개 만점에 3개를 받았습니다.	울림이 심함	0
273	2019년 9월 5일	별표 5개 만점에 1개를 받았습니다.	맘카유저입니다. 기존맘카앱보다 기능면이나 편의성의 발전이 전혀없어보이고 앱변경전에 충분히 테스트후에 에러사항들을 수정한후 변경햇어야지 개인폰사양이 낮다면 이해가지만 현재 최신폰으로 구동하는데 맘카카메라 실행에서부터 에러,움직임저장된 항목확인하기에러,몇번을 껐다켯다 반복적으로 실행해야지만 실행됩니다.아직 앱초기상태라 개선중이라는말은 하지마시고 기존앱만큼만 만들어놔주시길바랍니다	0
149	2019년 7월 20일	별표 5개 만점에 3개를 받았습니다.	iot멀티탭 전기사용량 세부내용을 볼 수가 없어요. 갤럭시 노트 8 이에요. 자주묻는 질문에는 > 누르면 들어갈 수 있다는데 그 버튼 자체가 없는데요. 이렇게 말고는 확인 할 수 있는 방법이 없나요 ?? 전체 얼마 썼는지 궁금한데 통계 왜 사라졌는지 답답합니다. 제일 중요한 걸 왜 없애시는지.. 다시 만들어주시죠 ㅠㅠ	0
1463	2018년 9월 13일	별표 5개 만점에 3개를 받았습니다.	무용지물입니다.	1
1866	2016년 6월 19일	별표 5개 만점에 4개를 받았습니다.	다좋은데 종류별로 위젯이 있으면 더 편리하게 쓸수있을것 같아요ㅋ	0
233	2019년 11월 12일	별표 5개 만점에 4개를 받았습니다.	에너지부분에 전기사용량 가스 온수 등등 사용량이 안나옵니다 648에러메시지가 뜹니다 10월까지는 정상이었는데 3주째 안됩니다. 초기화안내는 안해주셔도 됩니다 폰 바꿔서 새폰에 깔아도 그대로였거든요,,	0
67	2020년 11월 25일	별표 5개 만점에 3개를 받았습니다.	평소에 잘쓰고있었는데 갑자기 오류가 남 실행하지못했습니다. 648 이라고 뜨는데 무슨 문제인가요?	0
1079	2020년 9월 17일	별표 5개 만점에 3개를 받았습니다.	좋네요 엘지	1
357	2019년 3월 2일	별표 5개 만점에 1개를 받았습니다.	이번 업뎃후 왜 전력사용량 확인이 안되죠? > 모양이 사라졌네요...... 수정 바랍니다....	0
1394	2018년 10월 24일	별표 5개 만점에 5개를 받았습니다.	멋짐	1
2075	2021년 1월 27일	별표 5개 만점에 5개를 받았습니다.	쏘쏘	1
