6621	2013년 3월 11일	별표 5개 만점에 5개를 받았습니다.	첨사용하는사람으로써 실수하고결제눌러문의드렸는데... 판매자님의빠른답변과친절하고신속한처리가화났던제맘을다풀게해주신것같네요!!이런서비스가너무좋아서담에또이용하고싶게끔만드네요!친절한답변정말감사합니다!!^^	1
7565	2016년 1월 24일	별표 5개 만점에 5개를 받았습니다.	좋아요.	1
6163	2013년 12월 10일	별표 5개 만점에 3개를 받았습니다.	세달의무사용으로 사용하는데 써보니 나름 괘안음	1
1049	2017년 11월 3일	별표 5개 만점에 3개를 받았습니다.	벨링모아_프로모션 해지하고 오토롱필링 신청할려고합니다 LGU+ 홈페이지 찾아봐도 해지하는게 없습니다 아마 벨링모아는 가까운대리점이나 고객센터에 전화해서 해지하는것같은데 대신 여기서도 해지가능한가요?	0
3368	2015년 7월 11일	별표 5개 만점에 4개를 받았습니다.	음질좋아서여기만해요	1
7569	2012년 8월 3일	별표 5개 만점에 5개를 받았습니다.	♥♥♥♥♥♥♥♥♥♥	1
3331	2015년 7월 14일	별표 5개 만점에 4개를 받았습니다.	페이백 좋구먼	1
3984	2015년 5월 27일	별표 5개 만점에 1개를 받았습니다.	곡 컬러링하려하면 선택한서비스이용이불가합니다라고떠요 모든곡이 그렇게뜨면서 막혀있어요 잘쓰다가갑자기이러니까당황스러워요 벨소리만되요...ㅡㅡ 재설치했는데도 똑같아요	0
1491	2017년 1월 25일	별표 5개 만점에 5개를 받았습니다.	어플 덕에 필링 잘써요~~	1
2594	2015년 12월 16일	별표 5개 만점에 4개를 받았습니다.	쓸만함	1
6097	2013년 10월 7일	별표 5개 만점에 1개를 받았습니다.	앱 업뎃하라케서 없뎃햇는데도 계속로딩만뜨고 재설치도해보고 데이터로바꾸고 와이파이까지 바꺼서해봣는데 왜이모양입니까? 무한로딩만뜨고 무슨어플때문에 폰초기화하게생겻네ㅡㅡ	0
2116	2017년 1월 2일	별표 5개 만점에 1개를 받았습니다.	앱접속이안되는데 확인바랍니다!!!	0
3952	2014년 11월 5일	별표 5개 만점에 2개를 받았습니다.	노래 업뎃이 너무 느린것 같아요....컬러링 하고 싶은 노래가 있는데 mp3지원밖에 안되서 거의 한달째 기본 컬러링으로 살고 있음ㅜ	0
5094	2015년 2월 2일	별표 5개 만점에 5개를 받았습니다.	선물하기 안되나요?	1
7269	2013년 1월 16일	별표 5개 만점에 1개를 받았습니다.	뮤직모아 검색하니 이게 나오는데 뮤직모아가 이거에요? 같은건가요 다른건가요	2
7436	2013년 2월 3일	별표 5개 만점에 5개를 받았습니다.	조아도너~~~무좋아	1
202	2019년 11월 8일	별표 5개 만점에 1개를 받았습니다.	일주일이 넘게 계속 연결이 안됨 한달 서비스를 이용할수 없음 ~!!!!!!!!!@!!	0
6654	2013년 3월 17일	별표 5개 만점에 5개를 받았습니다.	조아욯ㅎ	1
1063	2018년 1월 31일	별표 5개 만점에 1개를 받았습니다.	앱실행이 안되네요 어떤문구가 뜨는게아니고 그냥 꺼져요 실행자체가 안됩니다. 처리좀부탁드려요 쌩돈만 나가네요	0
5247	2014년 11월 18일	별표 5개 만점에 5개를 받았습니다.	컬러링 완전 좋아요~~	1
4994	2015년 1월 2일	별표 5개 만점에 5개를 받았습니다.	짱!	1
5240	2014년 11월 12일	별표 5개 만점에 5개를 받았습니다.	난 좋은데? 내가 좋다면 쓰는거야	1
1998	2017년 1월 2일	별표 5개 만점에 5개를 받았습니다.	그냥 무난하게 쓸수있는~^^잘 쓰고 있습니다.	1
3203	2015년 9월 10일	별표 5개 만점에 5개를 받았습니다.	합법적 다운로드~~!!! 좋아요!!	1
690	2018년 12월 12일	별표 5개 만점에 1개를 받았습니다.	다돈인기라	0
2819	2015년 9월 13일	별표 5개 만점에 5개를 받았습니다.	오랫동안 쓰고 있지만 신곡 업데이트도 빠르고 실시간차트도 간단히 볼 수 있어 좋아요~ 검색 기능도 간편 해서 이런거 잘 모르시는 부모님도 이거 한번 써보시곤 딴거 안쓰시네요 ㅎ 정말 유용 하게 쓰는 중이에요 ^^	1
5506	2014년 11월 22일	별표 5개 만점에 4개를 받았습니다.	괜찮네요	1
6480	2013년 6월 28일	별표 5개 만점에 5개를 받았습니다.	진짜 음악듣기도 편한 최고의 어플!! 최고!!	1
7019	2012년 7월 10일	별표 5개 만점에 1개를 받았습니다.	무료벨은 음만잇네요ㅜ 노래듀가치나왓음하는바램이있는데제욕심일거같고.... 삭제할료면;..어케해야되나요???엘지껀첨이라서ㅜ	0
4901	2014년 11월 5일	별표 5개 만점에 5개를 받았습니다.	깔끔하기도하고 노래도 빨리올라와서 최고	1
1405	2017년 1월 24일	별표 5개 만점에 5개를 받았습니다.	업뎃하고나서 오류도 없어진것같고 퀵설정과 음악많이 이용해주ㅅㅔ요 ~~	1
7471	2018년 11월 29일	별표 5개 만점에 5개를 받았습니다.	좋아용	1
2919	2015년 8월 26일	별표 5개 만점에 1개를 받았습니다.	잘 사용하고 있다가 업데이트를 하라고 해서 했더니 음이 자꾸 끊겨요 혹시나 해서 삭제하고 다시 깔아도 여전 하네요 짜증나요	0
4938	2014년 11월 21일	별표 5개 만점에 3개를 받았습니다.	건편해서좋아용!!!	1
2805	2015년 9월 13일	별표 5개 만점에 4개를 받았습니다.	예전에 됐던 노래들이 안되는게 너무 많네요...신곡들은 많은데ㅜㅜ	1
3312	2015년 7월 12일	별표 5개 만점에 5개를 받았습니다.	미리듣기도 편하게 잘 되어있어서 편리하고 좋아요~!!	1
5182	2014년 11월 3일	별표 5개 만점에 2개를 받았습니다.	신곡 추가좀 해주세요..........	0
6710	2013년 1월 25일	별표 5개 만점에 1개를 받았습니다.	삭제도 안되게 만든 어플따위가 어딧어요 삭제되게 만들어줘요!!	0
3539	2015년 7월 3일	별표 5개 만점에 5개를 받았습니다.	한사람이 정액제가입해서 가족이 한달에한번씩 번갈아가며 필링바꾸기하니까 정말좋네요~^^	1
6404	2013년 6월 19일	별표 5개 만점에 1개를 받았습니다.	다운받아 사용하려 하니까 일시적인 서비스 모라하면서 안되는데.....	0
1924	2017년 1월 2일	별표 5개 만점에 2개를 받았습니다.	다른 앱에 비해 노래가 너무 늦게 나오는것 같습니다	0
4281	2014년 11월 20일	별표 5개 만점에 4개를 받았습니다.	벨소리랑 컬러링이랑 동시에설정할수있어서 넘넘조아요~내가원하는부분 설정할수도있고 굳입니다^^	1
1664	2017년 1월 21일	별표 5개 만점에 5개를 받았습니다.	뮤직벨링너무좋아요 특히필링설정하기엔최고어플입니다 무엇보다신곡업데이트가빨라서매우만족^^	1
6864	2012년 6월 30일	별표 5개 만점에 3개를 받았습니다.	처음엔 잘되다가 컬러링 다시 바꾸려니깐 설정누르면 계속 시스템장애라고떠요 왜그러죠??ㅠ	1
3773	2015년 1월 3일	별표 5개 만점에 5개를 받았습니다.	2014년 마지막에 토토가 방송으로 90년대 벨소리가 많이 올라왔네요. 90년대를 그들과 함께 했던 저로서는 반갑기 그지 없습니다. 하지만, 2014년 제가 뽑은 최고의 노래는 이미 제 벨소리에 지정이 되어있는데요, 바로 가수 린의 별에서 온 그대 OST 중의 하나인 "My Destiny"입니다. 2014년 나의 운명인 아내와 아들딸과 건강하게 잘 지내서 행복했고, 2015년에도 더할 나위 없었던 2014년처럼 아프지 않고 몸도 마음도 건강한 한해가 되면 좋겠습니다. 아마 2015년에도 벨소리는 바뀌지 않을지도 모르겠네요.	1
5429	2014년 10월 30일	별표 5개 만점에 3개를 받았습니다.	없는노래너무많음...	0
211	2019년 9월 26일	별표 5개 만점에 2개를 받았습니다.	0초구간부터 설정하고싶은 노래가몇개나있는데... 항상 전반부 후반부 하이라이트다 별로에요.. 0초부터좀 넣어주세요 제발	0
874	2018년 6월 27일	별표 5개 만점에 2개를 받았습니다.	금액을 청부하기전에 올바른 써비스가 개선되어야한다	0
7163	2013년 3월 21일	별표 5개 만점에 5개를 받았습니다.	♥마이메뉴♥ 다운받고 응모해요	2
5016	2014년 11월 19일	별표 5개 만점에 5개를 받았습니다.	좋아요~매번들어올때마다...새로운음악이 기다리고있네요	1
2550	2016년 1월 16일	별표 5개 만점에 4개를 받았습니다.	불법무료다운이 너무익숙해진거지	1
6565	2013년 4월 15일	별표 5개 만점에 5개를 받았습니다.	인피니트 man in love 잘 듣고있습니다. 뮤직벨링이 필요한 이유는 벨과 컬러링을 정할 때 어렵지 않게 쉽게 정할 수 있고 간편해서입니다.	1
6600	2013년 8월 15일	별표 5개 만점에 1개를 받았습니다.	모르고다운했다가돈만날림	0
1472	2017년 1월 24일	별표 5개 만점에 5개를 받았습니다.	필링설정하기 너무 간편하고 좋아요ㅎㅎ	1
2814	2015년 9월 13일	별표 5개 만점에 5개를 받았습니다.	매번 좋은컬러링과 좋은음질로 애용하고있습니다 최고에요👍	1
5184	2014년 11월 4일	별표 5개 만점에 5개를 받았습니다.	개이득	1
4658	2014년 11월 22일	별표 5개 만점에 5개를 받았습니다.	월정액가입으로매달,,바꾸는데,,필받을때마다장소불문시간불문하고바꿀때편하고좋아요~♥계속잘~~이용할게요~	1
2233	2016년 9월 28일	별표 5개 만점에 5개를 받았습니다.	간편 역시 뮤직벨링이 짱! 충전해야하는 부담감 없이 필요한 것만 하나씩 구매할 수 있어서 좋아요. ^^	1
7250	2013년 2월 27일	별표 5개 만점에 1개를 받았습니다.	필요도 없는 어플 지워지지도 않아 소비자 우선이니 어디서 광고질만하는거야 만들려면 제대로 하던지..	0
6757	2012년 12월 2일	별표 5개 만점에 5개를 받았습니다.	굿	1
6167	2013년 11월 3일	별표 5개 만점에 5개를 받았습니다.	편해서 조아요	1
5825	2014년 3월 16일	별표 5개 만점에 5개를 받았습니다.	행복함 노래를 넘 좋아하니깐 ㅋㅋㅋ	1
5532	2014년 11월 22일	별표 5개 만점에 5개를 받았습니다.	굿	1
6874	2012년 5월 28일	별표 5개 만점에 1개를 받았습니다.	U플러스고객만된다네요흐규흐규	0
1489	2017년 1월 31일	별표 5개 만점에 4개를 받았습니다.	노래 검색하기가 편리하네요	1
3560	2015년 6월 23일	별표 5개 만점에 5개를 받았습니다.	좋아연 ㅋㅋㅋㅋ 없는노래도없고 업데이트도 빠르구요 가격도저렴하고 편리하네요 강추!!!!	1
2089	2017년 1월 2일	별표 5개 만점에 4개를 받았습니다.	감쏴~	1
4783	2014년 11월 18일	별표 5개 만점에 5개를 받았습니다.	노래도 많고 컬러링 이거로 바꾸는데 음질도 좋아요~ 번창하세요^^	1
5611	2014년 8월 26일	별표 5개 만점에 5개를 받았습니다.	제가좋아하는 곡이에요...	1
4089	2014년 11월 21일	별표 5개 만점에 5개를 받았습니다.	다른 곳보다 노래가 더 많이 나와서 훨씬 좋네용 항상 잘 이용하고 있습니다~	1
4652	2014년 11월 12일	별표 5개 만점에 5개를 받았습니다.	덕분에 신곡으로벨소리다운받아서조아요ㅋㅋㅋ	1
3792	2014년 11월 11일	별표 5개 만점에 5개를 받았습니다.	벨소리는 잘 안하구 컬러링 자주 사용하고있어요! 제가 찾는 노래는 다 있었어요 전화받는 사람들이 즐거워해서 저도 좋네요! 앞으로도 계속 애용할 생각입니당 ㅎㅋ 벨소리도 이번에 해볼려구요ㅎㅎ	1
264	2020년 10월 4일	별표 5개 만점에 5개를 받았습니다.	아주 만족합니다 제 인생 최고의 벨소리•컬러링 앱 입니다	1
4731	2014년 11월 18일	별표 5개 만점에 4개를 받았습니다.	전아직잘모르겠어요몇번안써봐서ㅎㅎㅎㅎㅎㅎㅎㅎㅎ	2
5642	2014년 8월 21일	별표 5개 만점에 5개를 받았습니다.	음악이좋아유	1
2307	2016년 11월 17일	별표 5개 만점에 5개를 받았습니다.	감사합니다 3년넘게 이것만 사용하는데 좋아요	1
2206	2017년 1월 22일	별표 5개 만점에 5개를 받았습니다.	구ㅅ굿	1
5494	2014년 12월 30일	별표 5개 만점에 5개를 받았습니다.	좋아요~♥	1
3099	2015년 8월 28일	별표 5개 만점에 5개를 받았습니다.	뮤직벨링 업뎃됬네요~ 뭔가 좋아진거같은~^^ 좋아요 좋아 ♡	1
2661	2015년 9월 22일	별표 5개 만점에 5개를 받았습니다.	핸폰 업그레이드 후 초기화하고 뮤직벨링에서 다운받은 음악 재다운로드할려니 다운로드가 되지 않아요 ㅠ 월정액 이용자라서 30곡까지 다운받을 수 있는데 뭐가 문제인지 모르겠어요 ㅠ	0
4776	2015년 1월 11일	별표 5개 만점에 5개를 받았습니다.	말이필요없죠. 최고임	1
7300	2012년 10월 1일	별표 5개 만점에 1개를 받았습니다.	오류나요5001	0
3905	2014년 11월 12일	별표 5개 만점에 5개를 받았습니다.	항상U+뮤직벨링쓸고있는데넘좋아요.아무리많이결제해도아깝지않아요.앞으로도계속이용할것예요.모두뮤직벨링다쓰면좋겟어요.	1
3347	2015년 7월 14일	별표 5개 만점에 5개를 받았습니다.	편하고 좋으네요~편리한 앱 추천합니다	1
5733	2014년 7월 8일	별표 5개 만점에 5개를 받았습니다.	쵝오	1
4735	2014년 11월 18일	별표 5개 만점에 5개를 받았습니다.	벨과필링을 같이 쉽게 할수있어 너무 좋은거같아요~^^	1
1725	2017년 1월 21일	별표 5개 만점에 5개를 받았습니다.	유플러스 뮤직벨링 좋아요~~ㅎ ㅎ추천합니당	1
989	2018년 4월 2일	별표 5개 만점에 1개를 받았습니다.	왜ㅣ안되는거죠?	0
6094	2013년 12월 18일	별표 5개 만점에 5개를 받았습니다.	이용하기편하고 신곡들이 바로 업그레이드되서 좋아요	1
3682	2015년 6월 24일	별표 5개 만점에 5개를 받았습니다.	갠찮네요	1
2166	2016년 12월 27일	별표 5개 만점에 5개를 받았습니다.	퀵설정기능은 편리하고 테마는 선곡이 좋네요	1
3524	2015년 6월 18일	별표 5개 만점에 5개를 받았습니다.	제가 원하는 음악도 다 있고 한달에 한번씩 부담없이 바꿀 수 있으니 좋네요	1
2635	2015년 9월 16일	별표 5개 만점에 1개를 받았습니다.	컬러링 설정 걍 돈내면 됐는데 왜 월정액 가입해야만 되는거임?? 컬러링그리고 갑자기 사라짐	0
5259	2014년 11월 26일	별표 5개 만점에 4개를 받았습니다.	쓰기편하고 좋네요	1
3619	2015년 6월 24일	별표 5개 만점에 4개를 받았습니다.	신곡이조금만더빨리뜨면좋을거같아요/	1
4073	2015년 4월 12일	별표 5개 만점에 5개를 받았습니다.	해보니깐 정말 좋아요~^^ 근데 노래를 바꾸려고해봤더니만 잘 안됬어요 고쳐주세요~ 그래도 즐겁게 하였습니다.^^	0
4091	2014년 11월 23일	별표 5개 만점에 3개를 받았습니다.	많은 사람들이 쓰는 대표적인 싸이트에서 가수에 작은부분이라도 고객이 선택할수 있게해놔야 되는 이런부분은 안해놓고 설령 쫌 지난노래라 해도 있어야하고 고객을 위해.위한것 아닌가 검색을 이리저리 해도 없으니 ㅜㅜ....돈안되는 노래 선곡인가 그래서 인건가.?? 다른곳은 찿으면 있던데 여기는 왜 없는거야~~에스 진에 눈물 이란곡 ㅜㅜ 거북이 픽 처링 한곡인데..여긴 없다	0
4443	2014년 12월 1일	별표 5개 만점에 4개를 받았습니다.	원하는노래들을수잇고좋은거같아요 컬러링 벨소리 결합되잇는거 사용하고 잇는데 저렴하니 일석이조네요	1
2183	2016년 12월 20일	별표 5개 만점에 5개를 받았습니다.	좋은데 왜 댓글이 이런거죠? 운영자님 신경쓰지마시고 앞으로도 잘부탁드립니다.	1
3546	2015년 7월 1일	별표 5개 만점에 5개를 받았습니다.	노래찾기도 편하고 가끔 꽁자로 바꿀수도있고 다른데가서 다운안받아도되고 편하고 좋네요^^	1
7193	2012년 11월 8일	별표 5개 만점에 1개를 받았습니다.	ㅠㅠ나두쓰고싶은데.. 난U+LTE..ㅠㅠ	0
6607	2013년 3월 27일	별표 5개 만점에 5개를 받았습니다.	ㅋㅋ	2
971	2018년 3월 29일	별표 5개 만점에 1개를 받았습니다.	왜 구간설정이 안되나요? 좋아하는 부분을 벨소리로 못한다면 무슨의미가 있죠?	0
5009	2014년 11월 8일	별표 5개 만점에 5개를 받았습니다.	쓰기 편해욤ㅁ	1
4914	2014년 11월 7일	별표 5개 만점에 5개를 받았습니다.	재생준비가너무길다ㅠㅜㅜ	1
2518	2016년 2월 2일	별표 5개 만점에 1개를 받았습니다.	똑같은 안드로이드 기반에 lgu+로 통화며 인터넷이며 잘이용하는데 자급제폰이라 이용못한다는게 무슨 소린지... 그냥 다른 폰 비싸게 팔기위한거 아닌가요?	0
6998	2013년 3월 19일	별표 5개 만점에 5개를 받았습니다.	마이메뉴요~~ 어플 잘 사용해보도록 하겠습니다 앞으로도 개선 된 기능 좋은기능들을 추가해주세요~	1
5325	2015년 1월 7일	별표 5개 만점에 5개를 받았습니다.	벨소리도 좋고~	1
5077	2014년 11월 26일	별표 5개 만점에 5개를 받았습니다.	알아서 다설정되요 정말좋아요	1
648	2019년 8월 22일	별표 5개 만점에 5개를 받았습니다.	너무좋아요 ㅎ	1
640	2019년 1월 15일	별표 5개 만점에 5개를 받았습니다.	카드 결제도 됫으면!!! BAAAM	2
6307	2013년 11월 12일	별표 5개 만점에 5개를 받았습니다.	이름도 모르는 이상한 어플 깔아서 쓰지 말고 이렇게 미리 주는 정식앱을 쓰는 게 좋은 것 같아요.	1
894	2018년 4월 13일	별표 5개 만점에 1개를 받았습니다.	저만 그런게 아니고 많은분들이 접속이 안되네요. 의견 2ㅡ3번 보냈고 개발자분께 메일도 보냈습니다. 접속이 안되는지도 모르고 벨소리 선물받았어요. 확인하려고 들어가니 자꾸 팅겨요. 벨링업뎃도 했고, 폰업그레이드 잘 안하는데 업글도 했고, 어플 제거하고 다시 깔았는데 안되요. 제발... 빠른조치 부탁드립니다.	0
2109	2016년 12월 30일	별표 5개 만점에 5개를 받았습니다.	이벤트가 짱^^	1
433	2019년 11월 2일	별표 5개 만점에 1개를 받았습니다.	잘써는대요 노트10 플러스 업데이트후 오류 뜸	0
6900	2012년 5월 7일	별표 5개 만점에 1개를 받았습니다.	베가 lte 안돼냐? 씹쌔아냐?	0
2439	2016년 5월 31일	별표 5개 만점에 1개를 받았습니다.	갤럭시S6 skt향 모델인데 최신펌에서 켜지지도 않네요	0
544	2020년 5월 13일	별표 5개 만점에 3개를 받았습니다.	뮤직벨링에서 연결음을 설정하려하는데 미성년자여서 부모님인증을 받는데 다 빠꾸당해요... 뭐가 문제죠??	0
3604	2015년 6월 26일	별표 5개 만점에 4개를 받았습니다.	좋아용 노래도 거의다있고 신곡도있고	1
3234	2015년 9월 10일	별표 5개 만점에 5개를 받았습니다.	좋아요	1
6432	2013년 7월 10일	별표 5개 만점에 5개를 받았습니다.	힐링합시다	1
7566	2018년 7월 11일	별표 5개 만점에 4개를 받았습니다.	굿~	1
7567	2019년 11월 14일	별표 5개 만점에 4개를 받았습니다.	굿~	1
4474	2014년 11월 3일	별표 5개 만점에 5개를 받았습니다.	빠른업데이트 최신곡 정말 좋은어플입니다 더이상 말이필요없습니다	1
4244	2014년 11월 6일	별표 5개 만점에 5개를 받았습니다.	뮤직벨링 을 통해서 필링.벨소리 를 자주자주 설정하고있어요!정말 간편하고 신곡도 빨리 업뎃되고 좋은 노래도 많이있는거 같아서 좋아요	1
4928	2014년 11월 8일	별표 5개 만점에 4개를 받았습니다.	괜찬으니까 됏음	1
2319	2017년 1월 13일	별표 5개 만점에 5개를 받았습니다.	서비스 좋고 진짜 쓰기 편해요	1
3088	2015년 9월 2일	별표 5개 만점에 4개를 받았습니다.	자~알 쓰고 있네요	1
7111	2012년 9월 29일	별표 5개 만점에 2개를 받았습니다.	LG U+고객아니면사용할수없네여 다운받고다시삭제햇네	0
553	2020년 1월 26일	별표 5개 만점에 1개를 받았습니다.	왜잘되던게 서비스 접수가안됬다뜨죠?	0
4753	2014년 11월 30일	별표 5개 만점에 5개를 받았습니다.	좋습니당	1
5741	2014년 5월 16일	별표 5개 만점에 1개를 받았습니다.	이거 오늘 했는데 제가가입을 안했어요ㅠ 그러면 유료죠? 근데 해지하고십은데 어떡하져? 이미 결제됬다고 문자와서ㅠㅜㅜㅜㅜㅜ	0
4718	2014년 12월 29일	별표 5개 만점에 5개를 받았습니다.	아주좋습니다 ㅎㅎ	1
1801	2016년 12월 30일	별표 5개 만점에 5개를 받았습니다.	전버전보다 한번에 내정보보기도 편해지고 무엇보다 예뻐진느낌ㅋㅋㅋㅋ친구별필링도 바로 어플에서 설정할수있어서 좋아여ㅠㅠ 예전엔 어떻게 하는지몰라서 계속헤멨는데ㅋㅋㅋ	1
270	2021년 1월 15일	별표 5개 만점에 5개를 받았습니다.	참매우매우좋음	1
4369	2014년 11월 6일	별표 5개 만점에 5개를 받았습니다.	진짜최고, 어플생긴 후 쭉 애용자로써 업데이트도, 찾는노래는 다 있어서 쨩쨩 좋음 개선사항 쓸수잇는 탭있으면 좋겠음 이메일문의말고ㅋㅋ	1
7260	2012년 7월 19일	별표 5개 만점에 5개를 받았습니다.	끝가지 다 들러주셨으면 해요	0
2120	2017년 1월 10일	별표 5개 만점에 5개를 받았습니다.	짱 좋네요^^	1
792	2019년 12월 12일	별표 5개 만점에 5개를 받았습니다.	짱	1
3208	2015년 9월 2일	별표 5개 만점에 5개를 받았습니다.	뮤직벨링 어플 아니면 어디서 노래 이용하겟나요~~아주그냥 죽여줘요~~~~~~~~~~~~~~~~~	1
5793	2014년 6월 13일	별표 5개 만점에 5개를 받았습니다.	The xx 꺼 together 필링으로 만들어주세요 ㅜㅜ	0
1787	2017년 1월 13일	별표 5개 만점에 5개를 받았습니다.	예전에 컬러링이었던게 이제 필링?으로 바뀌게 된 것같네요! 아직 렉걸리는 현상같은 것 없이 다운로드도 빨리 되고 해서 애용하겠습니다ㅎㅎ	1
7542	2015년 9월 24일	별표 5개 만점에 5개를 받았습니다.	최고	1
6887	2012년 5월 16일	별표 5개 만점에 1개를 받았습니다.	♂만 사용가능한게문제 쓰고싶었는데 점수 못드리겠습니다	0
3285	2015년 7월 12일	별표 5개 만점에 5개를 받았습니다.	벨소리랑 컬러링은 뮤직벨링에서만 다운받고있어요 듣고 맘에들면바로결제다운 ~^^ 음질도최고 👍 서비스도최고👍	1
